text                ,category
Im also a gay from srilanka jaffnabut its impossible to live in this society herei dont know how my life is going to beits a great themeand i love itbest of luck my friends live a happy lifeand pls pray for us                ,None-of-the-above
Very meaningful words bro                ,None-of-the-above
who is thats 14 person                ,None-of-the-above
Hi Hello  WhatsApp number               ,None-of-the-above
Thank you                 ,None-of-the-above
Im crying for video                ,Hope-Speech
man soo who is she to let her sister or anyone sister has her right to pursue his wish                ,None-of-the-above
That is god problem                ,None-of-the-above
Hi madan ur speech is very attractive and useful to all Kindly Speaks about todays affair Child Abuse and too warn the punishment under POCSO Act with recent ordinance                ,None-of-the-above
Which season and which  episode if  anyone knows please reply                ,None-of-the-above
Really super best movie gay life best movie                 ,Hope-Speech
Yesu bro  u r in josh talk awesome bro I cant describe you in words bro                  ,None-of-the-above
i appreciate your patience in writing this  beautiful postbut i m sure some clay pot heads will not understand this as usual                ,None-of-the-above
Such a bold interview I support them and even they decriminalize the law still ppl dont want to accept it if you dont want to accept them just leave dont humiliate them gender identity is personal we dont hv any rights to oppose it                ,Counter-speech
humanity is more high with transgender i agree                ,None-of-the-above
Vera level Thanks for your efforts and video Im working in an IT soon will start a business Im  promising that kandipa I will support transgenders  Heart touching  Good efforts  Really you guys are great  By the wayIm also a Tamil Medium Student Geth ah soluvom Tamil Medium Boys                 ,Hope-Speech
Best of luck sister                ,Hope-Speech
Caste system can be removed only when reservation system removed Then no caste required in any documents and after few generations it gets evoparated                ,Hope-Speech
Yes that why this movie                ,None-of-the-above
i support you da all the best and dont care about brainless people                 ,None-of-the-above
Am eagerly waiting                ,None-of-the-above
Its a big gift to lgbt community thanks a lot                ,Hope-Speech
Beautiful story I am more like Latif Who gets extreamly defensive at times Love the way it was narrated                ,Hope-Speech
You are a great pa dont feel the Lord be with yours                ,Hope-Speech
Turn to god turn from wicked ways                ,Homophobic-derogation
Sooo cute akka U look very bold Through this we can learn to enjoy lifeOn our way                ,None-of-the-above
Karthik C excellent English                ,None-of-the-above
Nice video brother super                 ,Hope-Speech
I vomited after hear this                ,None-of-the-above
Bro plz tell about red Indians                ,None-of-the-above
Behavior is very cheaper Recently I travelled in local train They asked money I kept quite For that too they crushed me I did not even open my mouth Which doesnt mean I dont know to talk but something stops me from arguing with them                ,Counter-speech
Bro pls my channel subscribe support bro                ,None-of-the-above
She is sooo beautiful                 ,None-of-the-above
Really they are true hearted souls                ,None-of-the-above
Scripted waste of time                ,Homophobic-derogation
We want freedom                ,None-of-the-above
Velavan  how many sibling for you                ,None-of-the-above
Sciences always have an answer as genetics But the truth is humans have explore only a small portion of the DNA but that small portion would require 2GB of storage to store the information                ,None-of-the-above
1030 mins thats breath taking scene                 ,None-of-the-above
Waiting for next video                ,Hope-Speech
Super bro i its my inspection                ,Hope-Speech
Bro is                 ,None-of-the-above
how it will reduce child abuse                ,None-of-the-above
Rizwan Mn Ya u give me ur number whatsapp then i will chat u Reply              ,None-of-the-above
regin bhaskaran research scholar cell and molecular biology going to get doctorate degree after sexual harassment                ,None-of-the-above
Iam waiting for part 2 video                ,Hope-Speech
LGBT Communities of Chennai  There is more to the life stories of people from LGBT Communities They live among us Trying their best to carve out a life and identity for themselves in a society that is no so approving  Read about their life stories Inside Out  Exclusively          ,None-of-the-above
It is individual  persons privacy                ,None-of-the-above
People Who Used To See Her At Mehta Nagar Nelson Manikkam Road Drop a like Here                  ,None-of-the-above
Factu it is happening                ,None-of-the-above
Bro pls talk About dimples                ,None-of-the-above
Male and female being together is only natural na appo male and male  female and get being together yen nadakudhu Pls open your mind               ,None-of-the-above
Just want to flashback of history  culture and religion create by humanIt is means human born first then only culture does exist So they asking for their rights only  so live them peacefully because they also human                ,None-of-the-above
Great great story but it is still in a movie wont happen in life I have been through we all dreambut never happen in life                ,None-of-the-above
What an amazing film Kudos to Mani and the entire crew for not just portraying the love and the sentiments of the parents so beautifully but also showing courage to prove that its just a question of love and not about 5 ml of liquid I hope that our so called society wakes up to the reality that we are denying a life with dignity to so many people around us just because they are different                ,Counter-speech
Yes but dont mention Meera its her nature                ,None-of-the-above
harrish u do  not know Jesus s love man may cheat god will not cheat by my previous coment what I am going to get  r u goin to give me 1cr                ,None-of-the-above
A simple well scripted and acted out movie that addresses the issue with due intensity And a very soothing yet powerful music to compliment the scenes Congrats to the team                ,None-of-the-above
Royal Queen  Bcoz of the same lawa guy was given womeniser title as a girl gave false complaint to take revenge on that guyArguments not gonna change anythingIf you give me respectI will giveI personally dont think men is grester than womenbut I get angry when women today are more freedom and njoy their life but still talk about women empowermentIam pretty sure today boys are giving more respect to girls if they give same respect to them                ,None-of-the-above
Amazing clarity in answers just the necessary emotions while answering good questions by the interviewer as if it comes from the  eyes of the society and  finally casual  photography    direction on the road side    well done nakkheeran                ,None-of-the-above
Supper bro i will like bro im waitting for part 2bro veara leaval bro                ,Hope-Speech
akka really you are great                ,None-of-the-above
The real kindness and humanity is here                ,Counter-speech
Superb concept and very nice script                ,None-of-the-above
nice bro this is fct                ,None-of-the-above
Ashoka Kaneson  what                ,None-of-the-above
Very informativeAs a part of this generation you always stand ahead of the curve by doing new things and seeing the world from different point of viewGood that you started speaking about the things happening in the society and educating people on thatI hope this will reach many people and bring change in peoples mind That will bring a smile on your faceKeep rocking                ,Hope-Speech
I appreciate your open talkin reality how many of ready to do agriculture work You people prefer easy simple workare you ready to go for agricultural work                ,None-of-the-above
Cameraman drank the potion of invisibility                 ,None-of-the-above
Visuvanathan swamynathan  sorry again typing mistake again got oppurtunity to work in chennai will join in chennai by next week am happy with what I have                ,None-of-the-above
The message was nicely put Great job team Here is a video explaining the full term LGBTQIA               ,None-of-the-above
I wanna connect to u in privately                ,None-of-the-above
Beautiful dono wat to say                ,None-of-the-above
Im a medical student and i know for sure that no human is a default carrier of venereal and STDs just because theyre homosexual As far as youre comment is concerned i can see why you choose to beileve in fictious myths of religion over scientific facts The ignorance is overwhelming in your comment Just because a person is gay will you maime torture them to marry a girl and spoil the girls life too Is that the definition of happiness for you Pity your children if they come out of the closet to you               ,Counter-speech
HiIm from Kerala plz talk abt KALLADA Travels issue staffa worse behaviorplz make every one understand about that travelsIm not in Instagram or Facebook to follow or message u but plz take tiz comment seriously plzzzzzzzz                ,None-of-the-above
 so cute that thirunangai                ,None-of-the-above
Enna thala vera maari iruku  Waiting for my next share                ,Hope-Speech
Preethi Prasad I tell you why The interviewer explains it at the beginning of the video They just want to break the taboo around them                ,None-of-the-above
super broits correct bro                ,None-of-the-above
Either to motivate other trans people or if it is not mentioned she is exactly looking like girl but voice is different know so comments would be badtitle la potuta better ilaya                ,None-of-the-above
Anna  really nice Today  I am your fan               ,Counter-speech
This is not prank  its scripted                 ,None-of-the-above
Pls bro dont play with anyone fellings If anyone in that fellings to ask  help from anyone they think its prank     and pls be serious bro                ,None-of-the-above
749 I cried                 ,None-of-the-above
Hinduism not oppose homosexuality  Be aware before talking                ,Counter-speech
If hungry eat only food not dung                ,Homophobic-derogation
Wow Exactly If we say that then weve changed are against culture against India and what not lol                ,None-of-the-above
thanks from bottom of our heart                ,None-of-the-above
Fast bro I am waiting                ,None-of-the-above
Hi pvs bro iam your  subscriber bro                ,None-of-the-above
I have seen her interview before this in that she is so sweet and innocent anyone else                ,None-of-the-above
Jaffer Sherif hi u get good person quickly my wishes by vasanth                ,None-of-the-above
Sama knowledge bro                ,None-of-the-above
Thirunangaigal should stop this kind of behavior with public                ,Hope-Speech
Hats off U bUddy                ,None-of-the-above
Really true best of luck for your future                ,None-of-the-above
This so bad act dont parnk    They so good                 ,None-of-the-above
Rizwan Mn posting my wasap no in publ8c could pose huge detrimental causecan i catch you up in fb                ,None-of-the-above
Police should punish them                ,Homophobic-Threatening
I love this akka                 ,None-of-the-above
She is one of the person belonging to human                ,Hope-Speech
Bro kidney stone remove pantratho pathi sollunga                ,None-of-the-above
But u can mention her as Actress Katrina right Whats the need of mentioning her gender here                ,None-of-the-above
I didnt like bcz I dont know its script or not but she is more emotional we have to respect them instead of prank but I like the video more thank you they have a pure heart                ,None-of-the-above
Ur girl nd how u will date with girl so I asked like tat                ,None-of-the-above
Same after I seen ur message let her live her life if shes different its her choice ok                ,None-of-the-above
Very realisticgreat castloved it when he took off his glasses at the end                ,None-of-the-above
Awesome speech MaliniI respect your feelings                ,None-of-the-above
raja s  word So u never called urself a Hindu                ,None-of-the-above
She looks so cute                 ,None-of-the-above
There is one interview she has given about her experience in doing prostitution and horrible men behave to her                ,None-of-the-above
beauty queen reetha yes human is a social animal                ,None-of-the-above
Hi brother I have a request Will you Pls put a video about the origin of fruits and vegetables in India Also Pls tell about the fruits and vegetables which came to use in India due to nonIndian invasion I would like to know our native fruits and vegetables            ,None-of-the-above
Homosexuality is normalbut not  common Its their life Let them to decide                ,Counter-speech
Super Malini all the best                 ,None-of-the-above
Waiting for nanba                ,None-of-the-above
Ncroad Trincomalee are you a girl comment based on this video                 ,None-of-the-above
Who you are  Very unique wanna be your friend atlast my destiny will you Malini                ,None-of-the-above
Population  Will  decrease                ,None-of-the-above
She looks cute and beautiful                ,None-of-the-above
Bro waiting for part 2                 ,Hope-Speech
50 mental morons everywhere doesnt know what is individual rights whats happening in other countries some people look like educated but fully waste doesnt know a basics of human body If some uneducated person say it cant means they are not aware of changes in body but educated people blabbering is shitty                ,Counter-speech
where is your data coming from In India and Afrcia has most HIV infected patients does that mean all Indians and Aftricans are LGBT                ,Counter-speech
Make a video about astrology                ,None-of-the-above
Against the NATURE                ,None-of-the-above
excellent acting is done by Latif character  u Ill become a very gud actor               ,None-of-the-above
Anna sikram waiting for part 2                ,None-of-the-above
Mic set Mind voice sothanigal                 ,None-of-the-above
Bro sema heart touching brorespect broplz quickly post the second video brothis video made me cry bro                ,Hope-Speech
Very good  Inspiration speech                ,None-of-the-above
Semma act bro                ,None-of-the-above
Best film I ever watched                ,None-of-the-above
Superbgood explaination she is correct                ,None-of-the-above
Dont worry everything will be solved soon                ,Hope-Speech
How to connect u in messenger                ,None-of-the-above
jayaseelan bro  semma there is no caste in this world There is only one caste that is humanity caste semma bro               ,Hope-Speech
I am waiting part  2                ,None-of-the-above
This is the first step and its shot before 377 decriminalizationAppreciate the effort see people comments Not every story ends happily and moreoever its a cliffhanger ending she may come back one dayThe end rises a question and starts the discussion thats all it matters So no one killed anything                ,None-of-the-above
Cool bro be confident just rock it                ,None-of-the-above
Brother make video on black magic                ,None-of-the-above
I love you for your character                ,None-of-the-above
Hey aashiq u seems to be emotional  Dnt start crying bro                ,None-of-the-above
Chill Bro Keep rocking                ,None-of-the-above
Sathuranga  vettai  heroine  thana                ,None-of-the-above
Let them live there life the way they want                ,None-of-the-above
Wait for some days Its gonna be changed                ,None-of-the-above
I wish to show this movie to my family members Its an amazing story and so relatable                ,Hope-Speech
Many Ancient Religions never had opposed diversity in human beings They were all inclusive of such diversified people in the social group Only the modern fanatics of the religion say it is a sin  The religion from the land of India never considered it a detestable practice or sin It had gods born of two male godsayyapangods with androgynous formsarthanareeswara and many more Only with the British colonial rule such diversity was curtailed and made a punishable crime                ,Counter-speech
Background music is so good I like this movie Love is love God bless you              ,Counter-speech
I dont support this because its against nature                ,Homophobic-derogation
BloodyMary video bro                ,None-of-the-above
Why we do sex just see madhan gowri video                ,None-of-the-above
I need a heart from tmp  PLZZZZZZZZZZZZZZZZZ                ,None-of-the-above
Just answer my question if u Love in a girl how u will approach u should againt                ,None-of-the-above
Very very feeling in the PRANK                ,None-of-the-above
Unmai than thala                ,None-of-the-above
Jugal Romil  of course me too                ,None-of-the-above
128 Grey t Shirt                ,None-of-the-above
While it may be true that God created Adam and Eve he only created them to populate the Earth and there are 77 billion people on this Earth now  I just think we should all be kind to each other and live our lives how we wish as long as we arent hurting anyone                 ,Hope-Speech
dont feel mchi lets think as everything will be alright soon                ,None-of-the-above
So beautiful bro great person                ,None-of-the-above
Muhammad AzeemSH  yes you are right sir but i cant get the meaning of ur comment                ,None-of-the-above
i would like to know the names of the two male protagonists Superb acting Latif heart felt emotions                ,None-of-the-above
Talk about magic bro                ,None-of-the-above
Like the pro                ,Counter-speech
Im waiting bro                ,None-of-the-above
love is love  no matter you with guy or girl                ,Hope-Speech
Nithish G hi                ,None-of-the-above
Muthamizh selvan Purushothaman  Hii                ,None-of-the-above
This judgement ll lead to Aids and cultural Decline                ,Homophobic-derogation
Please dont play with other emotions                ,None-of-the-above
I am a sri lanak born I talk tamil tamil Nadu not English country very sad for you all                ,None-of-the-above
Heart touching love u all the best                ,Hope-Speech
But according to hindu scriptures it is not                ,None-of-the-above
Shrinivasan Kannan oh really So wt bad words u have for men Theya mavan O all these words u scold men indirectly insults women only  So u r saying comment section is calling her prostitute cauz she is lesbian This is society cant see woman speaking                ,None-of-the-above
really heart touching                 ,Counter-speech
Its 100 true mes I so Happy I so sad Plz Brother tell all this mes in news               ,None-of-the-above
Be proud of yourself dude  You no need to prove anything to anyoneits time you have to pride rather than answering any prejudice  U did nothing wrong to explain to anyone Getting attracted to guy is not a disease or disorder or not even disability its very normal as straight  People dont understand it but we know how hard for us to live in lie always             ,Hope-Speech
Beautiful loves story I really love it  Hearts touching                 ,None-of-the-above
Some are telling its abuse to use transgender as a prefex in tagline I dont think so That title only seeked my attention then only I watched this video Am nt even subscriber of themwould have skiped this asusal she is so cute she came out of lot of  struggles nd got good job Hats off to er                ,Counter-speech
she is not saying all gays are child abusers My  male friend has told about a guy in his neighbourhood who abused small boys calling them to home for playing Not all gays are child abusers If society changes they will come out and find suitable partners and they will stop child abusing                ,Counter-speech
please take an look thank you and support                ,None-of-the-above
You could explain things bold and clear  Good                ,None-of-the-above
Shimer Roshan fine  hearing that  seeing such a person who agrees n supports LGBT are real humans our generation should encourage being with such people great to hear it from u brokeep rocking                ,Counter-speech
She is good heart                ,Hope-Speech
Transgender is such a great                ,Hope-Speech
Its  awesome lovely                ,None-of-the-above
Any one tell me how i can join LGBTQ Bcz i want life partner                ,None-of-the-above
Excellent speech my dear sister                ,None-of-the-above
i am the only  one here looking  for English  comment                 ,None-of-the-above
Pray for india                ,None-of-the-above
Can plz make it r translate it in English                ,None-of-the-above
I think u r clear clarity                ,None-of-the-above
I am 17 years old My Whatsapp Number Call Me and Chat With me and Fuck me              ,None-of-the-above
Hats off ashiq u make her so much comfortable to talk ashiq  best host                ,None-of-the-above
No comments your anti indian                 ,None-of-the-above
Super bro i am ajay 19 i am single yaravadhu true love person irutha life long gay love irutha comment pannuga                ,Hope-Speech
Oscar  level  acting prank tributes to transgender                ,Hope-Speech
Thuuu    Samuel 1211 New International Version NIV  11 This is what the Lord says Out of your own household I am going to bring calamity on you Before your very eyes I will take your wives and give them to one who is close to you and he will sleep with your wives in broad daylight                ,Homophobic-Threatening
Bro super but really touching heart                 ,Counter-speech
It is good that everyone understands the feelings of people like us so that we too can live peacefully in this community                ,None-of-the-above
Super movie The dialogues are clear relevant and I think quite persuasive Thanks to try to show the love behind gay relationships and by extension LGBT people relationships The Tamil society is very conservative People have troubles to change their mentality because we LGBT are underrepresented The different wayschoice of life should be shown and promoted In this way people can think about his own culture and vision of things  A lot of love to the team                 ,Hope-Speech
Bro tell me Vikings and Zeus history                ,None-of-the-above
Omg 1st time I would like in this advertisement between the video  omg thats our bts  I never skip this ad fully watch                ,None-of-the-above
Rich in humanity                ,Hope-Speech
Same to you                ,None-of-the-above
is that she start to act in any movies  i saw her interview videos only                ,None-of-the-above
Gayathri Krishnan  same way u cant change ppls sexuality                ,Counter-speech
Kthnks for ur comment                ,None-of-the-above
Sema bro congratulations Bro  what next prank bro Waiting bro go well  bro              ,Counter-speech
Dont worry sis We are there with you Its your right                ,Hope-Speech
TMP ARMY are u realy grate                ,None-of-the-above
Shes damn dope I love her                ,None-of-the-above
The  best oh prank in tamil history Al the best  TMP               ,Counter-speech
Part 2 please Love is love                ,Hope-Speech
Whether lesbian or gay couple when they are ready to expand their family by adapting an orphan child I appreciate that thought But some  heterosexual pair give birth to a child and left as an orphan what will they supposed to be called                ,None-of-the-above
Super movie this my story type  iam A Gay my family problem this story                ,None-of-the-above
I miss my life                ,None-of-the-above
IMportant news                ,None-of-the-above
here sex is mean sex there sex meant a gender                ,None-of-the-above
Yeah u are exactly rit                ,None-of-the-above
Thanks for uploading this movie such a fabulous movie                ,None-of-the-above
How cuteeeee and innocent She is                 ,None-of-the-above
I am against to it                ,Homophobic-derogation
My first comment in YouTube  Great moviethanks a lot  latif role awesome  nice playback and dialog            ,None-of-the-above
Heart touching movie                ,None-of-the-above
God bless you                ,Hope-Speech
Great explanation                 ,None-of-the-above
Bro make me cry                ,None-of-the-above
I hate Ur community                 ,None-of-the-above
No words to say THALIVA Vara level THALIVA                ,Hope-Speech
Elam ok bro Force panni How can u love ur wife so much being a gay I dont understand how s it possible bro Ungala neengale yemathringala                ,Homophobic-derogation
Too muchthis should be punishable                ,Homophobic-derogation
Ur attitude and maturity is awesome but ur supporting and giving voice to wrong direction                ,Homophobic-derogation
Yes its true                ,None-of-the-above
there r sleeping                ,None-of-the-above
Oh jesus christ she needs medical attention                ,None-of-the-above
swetha k seri tell me what physical changes they have as homosexual Are they any genetic changes seen Atleast any difference from straight male n female                ,None-of-the-above
Hey Im Muthu Ur gud name please              ,None-of-the-above
Oversmart speech but illogical to nature harmful to humans actually these people affected by harmone imbalance                ,Homophobic-derogation
Super  crt soninga                ,None-of-the-above
U r speech always great and clearly bro                ,None-of-the-above
Love is love nothing is more than that                ,Counter-speech
90 percent another language 10 percent English               ,None-of-the-above
Weird Math omg Ur very bold and mighty person                ,Hope-Speech
Im crying more effective emotions                ,Counter-speech
Heart touching video                ,None-of-the-above
Vera level  acting boy                 ,Counter-speech
first of all public should stop putting money for thirunangais begging                ,Homophobic-Threatening
You 9 thana                ,None-of-the-above
Best one No words to say Blessed to have transgenders in our worldspecial Respect for them will always be there                 ,Hope-Speech
I cried bro lots of respect came                ,Hope-Speech
Super brother hands of u                ,Hope-Speech
1000000000 hearts to the woman                 ,None-of-the-above
im human  If the person is comfortable in being who they are whats the problem in trying to break the taboo surrounding it Its not a competition trying to find if shes trans or not                ,None-of-the-above
My life also like that onlyI am gayI am searching my life partner                ,None-of-the-above
i agree with 344                ,None-of-the-above
My point of you its correct because there all feelings so respect in feelings                ,Counter-speech
Cool Bans   yaaa I will accept even I done tat whats the big deal                ,None-of-the-above
Sema film all are done superb especially Latif I fell in love in this film                ,None-of-the-above
World new disaster                ,Homophobic-derogation
Section 377                 ,None-of-the-above
I am waiting for part 2 bro                ,Hope-Speech
Very nice movie I  apreciate to making this film to make the consideration of gay sex To the society                ,None-of-the-above
Madan pls give ur contact number I have many doubt pls                ,None-of-the-above
This is not prank show emotional really I am proud to say TMP awesome                ,None-of-the-above
Bro next video post pannunga iam waiting                ,Hope-Speech
Section 377 brought by British not by Indians Also in Europe and America  there was a punishment for gay and lesbians They will be put to death Yes  westerners did lot of good things                ,None-of-the-above
Guys tend to be gay more percentage Hardly homosexuality in girlsif girls being lesbian also no one will questions Even most of straight guys interested with lesbian and lesbian pornbut only straight girls hate gays or gaysex                ,None-of-the-above
Keep rocking dear love you                ,None-of-the-above
Am also gay bro I love your videos               ,Hope-Speech
god bless you brother                ,Hope-Speech
Ak Be The Change  I dont think its good its my opinion                ,None-of-the-above
chi shut wrong this way                ,None-of-the-above
Meganathan D read revelation                ,None-of-the-above
Bro heart touch pannitinga bro hats off                 ,Counter-speech
She speaks so good and very true                ,None-of-the-above
I will marry                ,None-of-the-above
335 I bet shes lesbian                ,None-of-the-above
Bro how to over from this homosexuality feeling                ,None-of-the-above
weight loss tips                ,None-of-the-above
Wat do u know about us                ,None-of-the-above
Who cried after watching this video                 ,Counter-speech
Body is female But brain is male Genetic disorder                ,Transphobic-derogation
Barathraj R Kannan  why is that                ,None-of-the-above
No bro ur telling wrong lots of condoms will be inside her hand bag                ,None-of-the-above
But that transgender do dance for him its just heart breaking                 ,Counter-speech
i have homosexual affair                ,None-of-the-above
She is so beautiful                ,None-of-the-above
My hear really melting                 ,None-of-the-above
Rekha S great explanation if a Straight guy marries a trans wont that make the guy  homie kudos idc no hatred spread luv bubye                ,None-of-the-above
Mohamed Sameer Trust me brother  I have not seen this kinda maturity in any sane personU r a real human with pure heartU r blessed with the best parents to know world to fullest personNature is what we have around like fountains and hills n not t ancestral guidelines The guidelines which our ancestors have designed was for that time when they lived They didnt had details of genetic science I dont think anyone here in comments section has more scientific knowledge or evidence than World Health Organization who declared homosexuality as normalSo just ignore immature comments                ,None-of-the-above
Last scene very important to all for care super brothers                 ,Counter-speech
Hats off to your clear thoughts bro                ,None-of-the-above
Surya Trans Kitchen                  ,Hope-Speech
Parjith  I guess I m not the same person u r thinking sorry                ,None-of-the-above
No comments simply waste                ,None-of-the-above
Okay one question to all heterosexual that they say that sex is for reproduction then after having baby y do u hv sex even after getting baby                ,Counter-speech
Dont spread fake facts                ,None-of-the-above
Accepting and rejecting depends on understanding it completely As of now I dont have any clear picture Im trying to understand Reading articles and seeing videos and my opinion keep changing                ,None-of-the-above
Please dont use transgender term to degrade others                ,None-of-the-above
For more such videos subscribe to the link  We will work harder to generate better content Thank you for your support                ,None-of-the-above
Great video                 ,None-of-the-above
Shes so beautiful She doesnt look any way like a transgender                ,None-of-the-above
they must b punished                ,Counter-speech
What an maturity in her speech wow inspiring Malini bold and straight forward hats off more respect on u and LGBT communityall r equal                ,None-of-the-above
Very nice and faith                ,None-of-the-above
I need perfect gay friends come private chats                ,None-of-the-above
Really very nice bro                ,None-of-the-above
While im watching this video Its makes me to cry seriously                ,None-of-the-above
I am marana waiting for part 2                ,Hope-Speech
Wow Awesome Realy touchd somewhere in my heart                ,Hope-Speech
Aliy Yila  vedas also dictate discrimination through caste Please put those verses too Glorifying  religious texts and enforcing it on everyone is ridiculous What if I dont believe in any of your religious texts Also please read about  Bible and slavery              ,None-of-the-above
respectful woman                 ,None-of-the-above
Dont act smart                ,None-of-the-above
Even beasts and animals will not do thisadvance RIP                ,Homophobic-derogation
They have a good heart                ,Hope-Speech
What is latif original name  Can anyone know him                 ,None-of-the-above
If we are doing anything against natureit will be a disastrous for us                ,Homophobic-derogation
Good job  I am proud of you bros                ,Hope-Speech
They are not  thamil                ,None-of-the-above
Thank u  private account Me too was searching for Tamil print               ,None-of-the-above
Heart touching moviesometimes it s hard to accept                ,None-of-the-above
Waiting Your prank  csk match                ,None-of-the-above
She is beautiful                ,None-of-the-above
Very frankly gud                ,None-of-the-above
inshaf cool so u are indirectly telling that u cant change the nature of a rapist and let him rape girls because its his nature                ,None-of-the-above
Fck em all who said no                ,None-of-the-above
Hi friend callme                ,None-of-the-above
Brilliant Im speechless just hats off to all the  movie members                ,None-of-the-above
Bro talk about edm genre and Indias potentiality and current status                ,None-of-the-above
Respect for u akka                 ,Hope-Speech
Waiting for part 2                ,Hope-Speech
ithu ellamey scripted                 ,None-of-the-above
sathya raj semma movie naan every day crying                ,None-of-the-above
Bro ithu oru asingamana vishyam                  ,Homophobic-derogation
Though we all follow indian traditions throughout Everything is today mixed with 50 western culture which is now unavoidable Its peoples choice to decide whether to follow western culture or notif we mix western traditions in our culture  Then this is not even a big issue in our countryits every human rights which we cannot interfere and disturb them love is the meaning here that always wins                ,Counter-speech
Royal Queen  So can I steal you properties becoz its good thing for meWhat do you still want from women empowerment Basically abusing is wrongThere r words they use to scold dads tooDo you see only the bad words they useEven girls are saying the word oth nowadaysNowYou see women are empowered enough to scold a boy with the same words boys uses to scold another  boyHave you ever tried opening musically appI can say boys today are more disciplined than girls                ,None-of-the-above
Stupid  y ur saying wrong concept                ,None-of-the-above
Wow super bro  best prank                ,Hope-Speech
Ragavi 1712 thanks bro                ,None-of-the-above
That Tirunangai is motherhood person and good human                ,None-of-the-above
Pon namer sent me people                ,None-of-the-above
Dont worry sisterbe braveI am a straight man but I support thisThis is also a change created in humans by godppl will not understand thatcoz most of the ppl here r uneducated or educated fools without maturity  right mindset  Wishing u the bestbe strong  be who u are               ,None-of-the-above
You have lot of talent sister you study more and get govt job than people will give you more respect om sai ram                ,None-of-the-above
girubhakar T  When I say man as SirI also say mam when I talk to a elder personSee how women today areDont look into history bcoz no one knew what happened exactlyI see  ladies walking alone at 12 night in bangaloreStill when some women talk about women empowermentthats when I get angryI think in southwomen were and are given respectBith men and women plays equal role in maintaining the familyWomen take care of home kids and men supported financially                ,None-of-the-above
U really great                ,None-of-the-above
She is not looking like a transgender She is really beautiful               ,None-of-the-above
Superb bro All the best for your upcoming success  Thanks for creating awareness about LGBTQ I really dont know about it                ,Hope-Speech
Really heart touching super prank                 ,Counter-speech
havish srinivasula  caste system can be removed wen discrimination is completely eradicated And ppl feel equal Then reservation will not be required in society                ,None-of-the-above
Wow Clear explanation                 ,None-of-the-above
Only after mentioning her Gender ly could find She z not at all looks like transgender                ,None-of-the-above
Im gay and Im happy in my life and Im living in Chennai                ,Hope-Speech
Bold Interview  Awesome Attitude                 ,None-of-the-above
Blue t shirt oru gay punda                ,Homophobic-derogation
Bharathi Raja dont worry fell pannathinga ok va                ,None-of-the-above
Actually they are kind heartedcongrats for  showing their good side                ,Hope-Speech
Bro vera level acting Next vikram nee tha yanna                ,None-of-the-above
The best movie give for LGBT community  Thanks for all movie making members                 ,None-of-the-above
Real acting                 ,Hope-Speech
I oppose this  While other countrys following our culture we people Following their countrys culture  makes our own culture garbage              ,Homophobic-derogation
Bro tats clearly a harassment and culprit can be booked under posco act ask local ppl to file police complaint why waiting for a awareness campaign n short film                ,None-of-the-above
Good explanation DrMahalingam Periasamy STD HIV physician              ,None-of-the-above
Ishvar Mahendiran oh i dnt knw tat brosry ji                ,None-of-the-above
Bro Tell About Magic                ,None-of-the-above
Nobody will come Plug the nose in ur bedroom think about STD and STI this is the point where puliraja and pulirani  already we r no 1                ,Homophobic-derogation
Kudos to the lady in orange saree the backpacker guy and guy in grey teethey were the only ones giving sensible replies remaining wer jus crap                ,None-of-the-above
New conceptnew trynee pannu thalaexpecting more                ,None-of-the-above
Its wrong world going to finish                ,None-of-the-above
i was about to ask the same thing                ,None-of-the-above
Peoples Need to know about LGBT sex  I think its not wrong                ,Homophobic-derogation
Super sis U give jobs to them                ,Hope-Speech
Lover boy Hiim feeling proud that u have come outcongratsbest wishes                ,Hope-Speech
was going through those things only                ,None-of-the-above
LGBT NO CHILD ABUSE  ITS A BIOLOGICAL ALTERED WITHOUT KNOWING TO THEM LETS SEE ANY PROBLEM  GOOD AND NEUTRAL ILL ARISE                 ,None-of-the-above
Anupama should be given award fr this movie                ,None-of-the-above
make a video of the death of John f kennedy                ,None-of-the-above
sathish mind your words not everyone are like that                ,Counter-speech
I know Im Late  but I really like her speech                 ,None-of-the-above
Super sister  913 Really great                ,None-of-the-above
She made me cry I wish I meet her someday  What a care and love she shows to him its really priceless  I can a mother in her                 ,None-of-the-above
This should be strictly prohibit                ,None-of-the-above
Spr people ga                ,None-of-the-above
Aashiq un questions laam Mokkai than but gud dat you YouTubers have strtd highlighting them                ,None-of-the-above
Madan video about new intersteller object                ,None-of-the-above
How long shud I wait for u my dear bestie                ,None-of-the-above
Why will people need to know                ,None-of-the-above
U guys must be appreciated for this social exxperiment prank Well done guyss U will reach heights              ,Hope-Speech
He is a gay person this boy only attraction in men to men                ,None-of-the-above
Homosexuality is not sin It is a natural process It will be growing exponentially it is natures way of controlling birth It is sad that indian government is following western rules  In Indian mythology vali sucreevan mother probably homosexual She was described as  man in daytime and women in the night  Making the homosexual as criminal it self is a crime                ,Counter-speech
Yes were so gay and were always gay                ,Hope-Speech
Kindly search homosexuality in animal kingdom in youtube go through Btw its not your fault you have been raised in this way                 ,None-of-the-above
I thing modi and amhrisha going to do hemosex marriage                ,Homophobic-derogation
Well said Totally its chromosomes disorder Human cannot change by themselves We should give respect to them I can see some comments people lack of biological disorders                ,Counter-speech
