text,category
Abhiram S Saj തന്ത ഇ ല്ലാത്തവരോട് ഞാൻ സംസാരികുന്നല്ല,None-of-the-above
ആരെ സോണിയ കൈ കൊട്ട് ഹേ തീം തരികിട തോം,None-of-the-above
ഇഷ്ടമുള്ള പോലെ ജീവിച്ചിട്ട് എന്തുകൊണ്ട് സമൂഹം വേർതിരിച്ചു കാണുന്നു എന്നതിന് ഇവർ കണ്ടെത്തുന്ന കാരണം സമൂഹത്തിന്റെ വീക്ഷണം ശെരിയല്ല എന്നാണ് എന്നാൽ സമൂഹത്തിന് അംഗീകരിക്കാൻ കഴിയുന്ന ജീവിത രീതിയിലാണോ ജീവിക്കുന്നത് എന്ന് അവർ ഒരിക്കലും ചിന്തിക്കുന്നില്ല എന്തുകൊണ്ട്,Transphobic-derogation
rahitharaveenderan lachu ,None-of-the-above
Ath polum pidikittiyilla,None-of-the-above
Shibu Kottan ചിന്തിച്ചിട്ട് മനസ്സിലാവത്തൊണ്ടാണെല്ലോ cnfsn,None-of-the-above
Shatriyannh aa karyagall ilengilum avar normal annh,None-of-the-above
ഇന്നു നമുക്ക് മുന്നിൽ കാണുന്ന എല്ലാ മഹത് വെക്തിതങ്ങളും വിദ്യാഭാസമുള്ളവരും നല്ല കുടുംബത്തിൽ പിറന്നവരും ആരും ഒരു ആണിനെ കല്യാണം കഴിച്ചു കാണാൻ കഴിയില്ല പിന്നെ ഇപ്പോൾ തുലാമാസ കുമിൾ പോലെ നാണം ഇല്ലാത്ത ഒന്ന് രണ്ടെണ്ണം മറക്ക് പുറത്തു വന്നു ആഘോഷിക്കുന്നത് കാണുമ്പോൾ അവരെ കയ്യടിച്ചു ദയാപൂർവം അംഗീകരിക്കുന്നത് കാണുമ്പോൾ സാക്ഷര കേരളമേ നിന്നോട് ലജ്ജ തോന്നുന്നു,Homophobic-derogation
ദൈവത്തിന്റെ ഓരോ വികൃതിപക്ഷെ ഇത്തിരി കൂടി പോയി റബ്ബേ ഇത് 9ഇത്രവേണമായിരുന്നോ നിനക്ക് ഇവരോട്,Transphobic-derogation
9n ഇത് ജന്മനാ ആയതല്ലല്ലോ ആകിയതല്ലേ Johnnyച്ചപ്പോൾ ഒന്നെങ്കിൽ പെണ്ണോ ആണോ ആണല്ലോ ആണും പെണ്ണുമല്ലാതെ ഒരാളും Johnnyച്ചിട്ടില്ല അങ്ങനെ Johnnyച്ച ചരിത്രവുമില്ല എവിടെയും ഇവരിൽ തന്നെ പറയുന്നത് കേൾകാം ആണായിരുന്നു പിന്നീട് തന്റെ മനസ്സ് പെണ്ണിലേക്ക് ആകർഷിച്ചു അങ്ങനെ അങ്ങനെ വളർന്നു വളർന്നു അത് വലതുതായി അത് പെണ്ണിലേക്ക് പോയി അപ്പോൾ തെറ്റുകാർ ഇവരുടെ രക്ഷിതാക്കൾ ആണ്,Transphobic-derogation
കോഴിക്കോടിന്റെ ഒരു വിഭാഗം ആളുകളെ പച്ചയായി കാണിച്ചുതന്നു,None-of-the-above
VIJITH VIJAYAN hii I am telugu mitho chating okana,None-of-the-above
Prayapoorthiyaya 2 anungal thammillulla understanding relationship potte Inganeyullavar nale kunjuaankuttikaleyum abuse cheythalo,None-of-the-above
ivark vendath sahadhaapamalla,None-of-the-above
kamal kamal അയ്യോ അന്നോ കുഞ്ഞേ,None-of-the-above
ഹരിഹരസുധനേ ഇപ്പോഴത്തെ ആണ്പിള്ളേരെ homosexuality യെ തൊട്ട് കാക്കണേ ,Homophobic-derogation
Allahuvinte teerumanam,None-of-the-above
നിന്റെ ഉൾഭവത്തിലും വലിയ ഭൂകബമൊന്നും ഇനി വരാനില്ല,None-of-the-above
Viewers sooshikanamaalkare nannakanam ennor hidden agenda olla alanu ee gaya3 chechi,None-of-the-above
മാനസിക വൈകൃതം ആകുന്നത് സഹൂദിയിലെ കാട്ടറബി ശരിയത്തിൽ ആണ് ഇത് സ്ഥലം ഇന്ത്യയാണ് ഇവിടുത്തെ നിയമം ഇന്ത്യൻ ഭരണഘടനയാണ് അത് പ്രകാരം സ്വവർഗാനുരാഗം സ്വാഭാവികമായ ജൈവികാവസ്ഥയാണ് ഇന്ത്യയിൽ ഹോമോസെക്ഷ്വൽ ഹെറ്ററോസെക്ഷ്വൽ ബൈസെക്ഷ്വൽ പാൻസെക്ഷ്വൽ ഇന്റർസെക്ഷ്വൽ അസെക്ഷ്വൽ ട്രാൻസ്ജെന്റർ ഇത് ഓരോന്നും എന്താണ് എന്നറിയാൻ ഗൂഗിളിൽ തിരഞ്ഞു നോക്കുക അടക്കമുള്ള ലിംഗ ലൈംഗിക വൈവിധ്യങ്ങളിൽ എല്ലാം പെട്ട ആളുകൾക്ക് അവർക്കിഷ്ടപ്പെട്ട പങ്കാളിക്കൊപ്പം ജീവിക്കാം അതിന് ഒരു തടസവുമില്ല,Counter-speech
Ee myranmare kollanam,Transphobic-Threatening
Ansu s vlog daivam ningalkum bodham taratae,None-of-the-above
ഇനി റ്റിങ് ടോങ് അങ്ങേരെ പറഞ്ഞുന്നു പറഞ്ഞു വരുവോ ആവൊ ,None-of-the-above
E Kundan ennum koppennum okke kaliyakkunnar entha chindikkathe avarude Vaikalyamaanu athu E vaikalyamullavar ingane thanne perumaaru Ithupole Ulla ethrayo aalkkar naatil oru Pennine kettum rahasyamayi Ithupole Boys nte koode aayirikkum Athinekaalum nallathu avarude same pole ullavare ketunnathalle Lokavivaram onnum Venda ithoke ariyan Schoolil poya mathi,Hope-Speech
Consensual ayal entha prashnam Peoples choice alle,None-of-the-above
മനുഷ്യരക്കിടയിൽ കരുത്തവരും പോക്കമില്ലാത്തവരും ഇടം കയ്യന്മാരും ചെമ്പൻ മുടിക്കാരും പട്ടി പ്രേമികളും റെയ്സിങ് അഡിക്റ്റുകളും പാട്ടുപാടുന്ന ശീലക്കാരും കുക്കിങ് ഇഷ്ടപ്പെടുന്നവരും ഒക്കെ ഉള്ളപോലെ തന്നെയേ സ്വന്തം,None-of-the-above
Njn athikam kannarilaa videos but now njnum oru subscriberr aaanu ,None-of-the-above
Seethal chechi poli ayi padi,None-of-the-above
ഇവർക്കും ഗേ ആളുകൾക്ക് തുല്യത ഉറപ്പാക്കിയ സുപ്രീം കോടതിയ്ക്കും മെഡിക്കൽ സയൻസിനും ഗവണ്മെന്റിനും ഒക്കെ വട്ടു,Homophobic-derogation
Video kollam chechi but Chechi UAE il homosexuality support cheyunathu illegal ale,None-of-the-above
Ingane ulla video kand njan Oru lesbo aanenn thettidharikuna achanum amayum,None-of-the-above
ഇതിനെയൊക്കെ വല്ല കൗൺസലിംഗ് കൊടുത്തു നേരെ ആക്കണമായിരുന്നു,Transphobic-derogation
Lockdown ayapo sandoshicha oral njan mathram ayrikum Karanam areyum kanathadhkond chodyangalumila manasamadhanavumund,None-of-the-above
Chechiyude ellla videosm mudangathe kaanum,None-of-the-above
Eduthond poda kope,None-of-the-above
Nikhil Varghesevhotfe ഞാൻ കുണ്ടൻ അല്ല അതിനു,Homophobic-derogation
ഈ കുണ്ടന്മാരെ കൊണ്ട് മര്യാദക്ക് ബസിൽ പോലും കയറാൻ പറ്റുന്നില്ല,Homophobic-derogation
അവരും ജീവിക്കട്ടെ ഈ സമൂഹത്തിൽ ആരെയും ദ്രോഹിക്കാതെയും പറ്റിക്കാതെയും മോഷ്ടിക്കാതെയും പിടിച്ചു പറിക്കാതെയും അവരും ജീവിച്ചോട്ടെ അവരുടെ ഇഷ്ടത്തിന് അനുസരിച്ച്,Hope-Speech
janikkumbo ullath vech jeevichudee allathe kopraayam kaattanoo  BLEDY FOOL,Transphobic-derogation
വന്നില്ല എന്നാലും ഇതൊക്കെ കാണുമ്പോൾ ,None-of-the-above
Ravichandran c  യുക്തിവാദി  വീഡിയോ കാണുനുണ്ട് ലെ,None-of-the-above
Arfath Pk epol alarkm sangi enu parnj rakshapedan Ann sramikumath,None-of-the-above
Haii Peril entho counseling okke kaanunundalo Pakshe chettanu ee pani ariyilaale,None-of-the-above
Devadutt P ഈ ഷിഗണ്ടി വർഗം എന്താണ് രാത്രി ചെയ്യുന്നത് എന്ന് നിങ്ങൾക്ക് ഞാൻ പറഞ്ഞു തരാണോ ബായി,Transphobic-derogation
ശരിക്കും പറഞ്ഞാൽ ഇവരുടെ ഇടയിലെ പ്രശ്നം എന്താണെന്ന് വെച്ചാൽ ഇവരുടെ അച്ഛനും അമ്മയും തമ്മിലുള്ള മനോഹരമായ ജീവിതം ഇവർക്ക് കാണാനോ ആസ്വദിക്കാനോ കഴിഞ്ഞിട്ടില്ല മറിച്ച് ഒരു ലൈംഗികത അതിനപ്പുറത്തേക്ക് ഇവർ ഇതിനെ കാണുന്നില്ല അതായിരിക്കാം ഇങ്ങനെ ഉള്ള തീരുമാനങ്ങൾ ഉണ്ടാകുന്നത് ഈ നാട്ടിൽ,Homophobic-derogation
Devadutt P നിങ്ങൾ എല്ലാവരുടെയും സർവേ എടുത്തോ അങ്ങനെ അല്ല എന്ന് തീരുമാനിക്കാൻ,None-of-the-above
Indiayil Anya jaathi petta allengil Anya mathathil petta alkare kalyanam kazhichathinu innu social media kolahalam nadathunna moorachikalunduathoke kazhinju ellarum lgbtq community accept cheyumbolekumhoooo,None-of-the-above
ആരൊക്കെയുണ്ട്Like ,None-of-the-above
maria mariyam 10000,None-of-the-above
ട്രെയിനിലും ബസിലും ഒക്കെ വന്നു വെറുപ്പിക്കുന്നത് കൊണ്ടാണ് ഇവരെ ഭൂരിഭാഗം ആളുകളും ഇഷ്ടപ്പെടാത്തത്,Transphobic-derogation
ഇതിനെയൊക്കെ വല്ല കൗൺസലിംഗ് കൊടുത്തു നേരെ ആക്കണമായിരുന്നു,Transphobic-derogation
Enik istamulllavara transgenders,Hope-Speech
Christopher Nolan nee pwolikk mole,None-of-the-above
ithu original ano enikki vishwassikkan pattunnilla,None-of-the-above
Avare shalyapeduthalle,None-of-the-above
Manu EJ edaaa kochi kkaran kundaaa,Homophobic-derogation
Crct avarude family alojikumbo sangadam avarukaranam 2 penkuttykalude jeevitham alojikumbo santhosham any way happy life,None-of-the-above
Vaishnav Talks MM aaa kollanamathu pole aanungal aaanungale pidikkubolum,None-of-the-above
നിങ്ങൾ പറഞ്ഞുവരുന്നത് മനസിലായി,None-of-the-above
9 podaa poorimone nimboli കുന്ദൻ  adikkan kundi koduth abinayicha athra valya abinayam aano myre Ivan കുന്ദൻ  aayath kond perfect aayi cheyth athreyഉള്ളു  Padam aanel 5paisakk illlla,Homophobic-derogation
Loga awasanathinte adayalangal aanum aanum thammil vivaham pennum pennum thammil vivaham ,Homophobic-derogation
Kaalu tharayil veykkada jeans maire Navaz kundaa,None-of-the-above
Ayyo ethippo oru pasion ayo ഇനി pennughal vtl ഇരിന്നുപോവോ ,None-of-the-above
Enthഒരു pekolangal aaaan ,Transphobic-derogation
Ennitt ippol peedippikkaatha പോലുണ്ട് Onnu podappa Avar avarude paattinu jeevich pokkotte,None-of-the-above
നന്ദിയുണ്ട് രണ്ടുപെണ്ണകുട്ടികളുടെ ജീവിതവും വഴിമുട്ടിക്കാതിരുന്നതിൽ,None-of-the-above
Mrudhula Mohan K lesham ullup,None-of-the-above
വേദങ്ങളിലോ പുരാണങ്ങളിലോ സ്വവർഗ്ഗ കല്യാണം എവിടെയും കാണാൻ കഴിയില്ല നാരദമഹർഷി ഒന്നിൽ കൂടുതൽ കല്യാണം കഴിച്ചു കൗസല്യ കൈകേയി സുമിത്ര  എല്ലാ ഇണകളും പെണ്ണാണ്,None-of-the-above
Anjaly ameern makeup vendakaanumbobthne stree pole thne,None-of-the-above
alavalaty vrithiketra samuhamgay or lesb avar jeevikateningalk entinte kuzhapa upadravikan ithu kandapol sangadam thonnimanushyarde idayil ynd ithupole ula alavalatykalivanmareokw vilikandath vere peranusadhachara alavalatykalde purake Oru camera vecg vitamatyithupole ula njarambanmare pidikan,Counter-speech
കുണ്ടൻ polayadi മക്കൾ അണ്ടി ചെത്തി കളയണം,Homophobic-Threatening
സകല എണ്ണവും ആൾ മാറാട്ടം നടത്തി ജീവിക്കുന്നു,Transphobic-derogation
Rose chechi pwoli,None-of-the-above
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു 9,Homophobic-Threatening
നിങ്ങളുടെ വേദന അറിഞ്ഞത് നിങ്ങൾ മരിച്ച ദിവസം മുതൽ ആയിരുന്നു വളരെ വിഷമത്തോടെ ആണ് സഹോദരിയുടെ ഓരോ വീഡിയോയും കണ്ടത് നിങ്ങൾക്ക് ഉണ്ടായ അനുഭവം മറ്റൊരു ട്രാൻസ്ജെന്റർ വ്യക്തിക്കും ഉണ്ടാകാതിരിക്കട്ടെ മാപ്പ് സഹോദരി മാപ്പ്  ആത്മശാന്തിക്ക് വേണ്ടി പ്രാർത്ഥിക്കുന്നു ,Hope-Speech
mahesh kumar Aaru paranju ithu valarthu dosham kondanenu Its bcz of hormone changes nammade bodyl ulla hormones alla avaril ullath oru girl or boy thammil ishtapeduna poleyanu avark avarde same genderinod thonunath Athinu avare paranjit karyamilla oru counseling kondum maatan pattunathalla janmana ulla karyam,Counter-speech
Makeup over ayi thonnunu athnnu evre ellvrum moshmyi prayunnnath,None-of-the-above
Ithil abinayichavar sherikkum gay aano,None-of-the-above
നമുക്കുചുറ്റുമുള്ളവരെ മാറ്റാൻ പറ്റിയില്ലെങ്കിലും നമുക്ക് മാറാല്ലോ,Hope-Speech
Ex LGBT community support ചെയ്താലോ  LGBT community ഉള്ള പോലെ Ex LGBT ഉണ്ട് community ഉണ്ട്,None-of-the-above
2019 മികച്ച നടൻ ആരെന്ന ചോദ്യത്തിന് മൂത്തൊൻ കാണാത്തവർക്ക് ഒരുപാട് ഉത്തരം ഉണ്ടാകും ,None-of-the-above
Pottan aanenn manasilayi but dont try to prove ut in public,None-of-the-above
Homosexual ഉം ട്രാൻസും രണ്ടാക്കി ഇടാമോ ഇതും രണ്ടും ഒന്നെന്ന് വിചാരിക്കുന്ന മഹാന്മാരുണ്ട്അതാഢ്,None-of-the-above
Homophobia kkar unarthunna oru thettudharanayanu homosexuality manushyaril matrame ullu ennu Pakshe vereyum animalsil ath kanam ennanu paranjath,Counter-speech
നിങ്ങളുടെ ശരീരത്തെ ഉപയോഗിക്കുന്നത് ആർ എല്ലാ പാർട്ടുകളും കാണുക,None-of-the-above
Mridula Mridula yes renju renjimar,None-of-the-above
Muslim boys pakuthi yum homosexual Ann,None-of-the-above
സൂപ്പർ ബ്രോ ,None-of-the-above
എന്റെ മനസ്സിൽ ഒരു പാട് ചോദ്യങ്ങൾ ബാക്കി ഉണ്ട് but അതൊക്കെ ഇവിടെ എങ്ങനെയാ ചോദിക്കുവാ,None-of-the-above
Omg i dont know how to explain this to u  u r being stubborn not even trying to understand nvm jst stick to ur opinion ,None-of-the-above
ഗോഡ് tannapole ഇതു ഗോഡ് koduthathaanedo,None-of-the-above
Ithre thadi vechetu ഗേ ananu beard oil madechu kashtapettu thadi valathuna njn ustra ,Homophobic-derogation
swaraj ariyeri കുഞ്ഞുങ്ങളെ പറയാതെടോ അവര് നിന്നെ എന്തെങ്കിലും ചെയ്തോ കുഞ്ഞുങ്ങളെ ദൈവം ഒരു കുറവുകളും ഇല്ലാത സൃഷ്ടിക്കട്ടെ കുഞ്ഞുങ്ങളെ പറഞ്ഞാൽ തനിക്കു ആയിരിക്കും മിക്കവാറും പണി കിട്ടുന്നത് അയാൾക്കു ആയിരിക്കില്ല,None-of-the-above
നമ്മളിൽ ഒരാളായി ജീവിക്കുമ്പോൾ തന്നെ സൈസൈറ്റി അവരെ കൂടുതൽ അംകീകരിക്കുകയും മനസിലാക്കുകയും ചയ്യും,None-of-the-above
Moonam lingam ennu parayumbol onnamatheyum randamatheyum lingam aranu avare trans genders ennanu dayavayi vilikkendath allathe moonam lingakkar ennalla,None-of-the-above
Ivarude ubadravamo Adhendha parayathe,None-of-the-above
shery aanu bhai,None-of-the-above
നിങ്ങളെ നിര്ബന്ധിക്കുന്നില്ല സഹോ നിങ്ങക്ക് 18ആം നൂറ്റാണ്ടിൽ തങ്ങി നിൽക്കാനുള്ള എല്ലാ സ്വാതന്ത്ര്യവുമുണ്ട്,None-of-the-above
5 വർഷം അന്ന് ഇവർ പറഞ്ഞ ഒരുപാട് കാര്യങ്ങളിൽ മാറ്റങ്ങൾ വന്നു പേടിക്കണ്ട ലോകം മാറും നിങ്ങളും മുൻപന്തിയിൽ എത്തും,None-of-the-above
You are right chila voice mobile il record cheythathaanennu manassilaakum because i am a sound engineer,None-of-the-above
Sudhi Sudheesh ഞാൻ നിർത്തി വിട്ടേക്ക് ഇതേതോ കൂടിയ ഇനം ആണ് ,None-of-the-above
ഏതിന ഇങ്ങനെ കോപ്രായങ്ങൾ കാണിച്ചു നടക്കുന്നത് മാന്യമായി ജീവിച്ചു പോയാൽ പോരെ,Transphobic-derogation
somu s pillai eppo ,None-of-the-above
Varun Punnala സംസ്കാരം എന്താ എന്ന് അറിയാത്ത ആളു മനുഷ്യന്റെ സംസ്കാരവും മൃഗങ്ങളുടെ സംസ്കാരവും അന്വേഷിച്ചു പോകണ്ട കൺഫുഷൻ ആകും,None-of-the-above
Sreelakshmi Suresh athoru rogamallennu enikkariyam athu kondanu chikilsa undegil athu cheyyum ennu ഞാൻ  paranjatu ഞാൻ  aarudeyum upadesham sweekarilla Aareyum torture cheythittilla,Homophobic-derogation
DD I LOST EVERYTHING എന്തേലും ഇരിക്കട്ടെ മോൻകുട്ടൻ ചെല്ല്,None-of-the-above
Aneesha Anju താൻ ഇത്രയും പറഞ്ഞ സ്ഥിതിക്ക് മദ്രാസിൽ ചെല്ലുന്ന ആൺക്കുട്ടികളെ റേപ്പ് ചെയ്യുന്നത് ആരാ എന്ന് കൂടി പറയെണം കേട്ടോ,None-of-the-above
അതു ശെരിയാണ് ട്രാൻസ്‌ജെൻഡർ എന്നുള്ളത് നമ്മൾ ഒരിക്കലും avaganikunnilla പക്ഷെ,None-of-the-above
Jinu Jinesh കുണ്ട tharathil thalparyam ila kutta,Homophobic-derogation
Surumi Salmannigalkk ariyillenkil mindathirikka allathe pottatharam parayaruth,None-of-the-above
Angane undayal athine konnu kalayanam,None-of-the-above
Avar emotions parayanum avarkku egane okke feel cheyyunnunnu paraya vendii paraja example athu spr ayirunnu  Avarodu nammalu ntha cheyyanneyennu manasilakkan pattunna ettom Nalla example nte frnd undu avalkku girlsinodum eshattam indennu parajappo najanum avalodu parajirunnu nee confused anennu bt pinne nikku manasilayi avalude emotions  Avalude emotions kekkanum manasilakkanum shermikkandu eppo Najan ,Hope-Speech
Polich chechi Like that quote kurirutiil velicham nalkunnu enn paranjat Its great,None-of-the-above
അനുകൂലിക്കാനും ഇല്ല ഞാൻ എന്നാൽ പ്രതികൂലിക്കാനുമില്ല,None-of-the-above
Varun Punnala എങ്കിൽ പിന്നെ എന്തിനാ ഈ സ്വവർഗ രതിക്കാർ വിവാഹം കഴിക്കുന്നത് കേരളത്തിൽ ഇപ്പൊ ഗേ ദമ്പതികൾ ഉണ്ടല്ലോ മൃഗങ്ങൾ കല്യാണം കഴിക്കാറുണ്ടോ,Homophobic-derogation
9 Seriya mumbayil povumbo ivare vannu kerum enittu ellarde aduth vannu kaikottum kaanumbo thane pedi aavum,Transphobic-derogation
Athil ninn thanne manasilakam nammal malayalees nu nallathine angeegarikanum cherthupidikanum oru madiyum illannu,None-of-the-above
ഇതിൽ നല്ലcomments ഇടുന്നവർ മൊത്തം ഇ ആഗ്രഹമുള്ള ഊളകളാണ്,None-of-the-above
Mumbail poyal ivarude thaനീ niram kaanamPaisa chodhichal koduthillel adikkukayumtheri parayukayum cheyyum athuകൊണ്ട്  thanneya veruppu,Transphobic-derogation
എല്ലാം പുർത്തിയായി ഇനി ഒരു സുന്ദരമായ സുനാമി കുടി വന്നാൽ മതി,None-of-the-above
Vyas Deep eeethenkilum theevrvaathikal angane cheythathin Muslim theevravathikal enn parayanda athilum Peru maari nadakkanna pala madha viswasikalum undavum  Ella manushyarilum nallavarum cheethavarumund sooo muslingal enn paranj ellareyum kuttappeduthanda tto,None-of-the-above
God of Israel ഞാൻ പറയുന്നത് വൃത്തിയായി വായിച്ചിട്ട് വരൂ എല്ലാവരും homosexual ആവാൻ ആരാണ് പറഞ്ഞത് അങ്ങനെ ഉള്ളവരെ ഒറ്റപ്പെടുത്താതെ അവരെ തെറ്റുകാരായി കാണാതിരിക്കുക,Counter-speech
വളര്ത്തു പോലെ ഇരിക്കും,None-of-the-above
Avar transgenders elle pinne enthine ee paniku nilkunnathu apol ellavarum chodikum ethrayennu athu ningaluda thozhilelle,None-of-the-above
സത്യത്തിൽ ഇത് സ്ത്രീ പുരുഷ അവഹേളനമാണ് ട്രാൻസ്ജനറേഷൻ,Transphobic-derogation
Basheer bashi enoruthan undalo Avante adyathe wife christian Ann,None-of-the-above
ഒരു സമുദായം നശിപ്പിക്ക പെട്ട ചരിത്രം വീണ്ടും അവർത്തിക്ക പെടുന്നു ലൂത്തു നബിയുടെ സമുദായം ലോത് പ്രവാചകന്റെ നശിച്ചു പോയത് സ്വവർഗ അനുരാഗം കാരണം ആണ് സാക്ഷരത കേരളമേ വരാൻപോകുന്ന ദുരന്തം താങ്ങാൻ ശക്തിയുണ്ടോ,None-of-the-above
നന്ദി സഹോദരാ ,None-of-the-above
Karanam kundanmar kuduthalum njammante alkar thanne,Homophobic-derogation
ആരാണ് അവരെ സ്വവർഗ ലോകത്തിലേക്ക് നയിച്ചത്,None-of-the-above
Ithokke kettittum dislike adichavarude thalayil kalimannu aano ennoru cheriya doubt,None-of-the-above
അവരുടെ ഇഷ്ട്ടം അവർ തോന്നിയപോലെ ജീവിക്കും,None-of-the-above
Nthina chirikkne Athavarude vaividhyam aan,None-of-the-above
ഇത് പോലെ കുറെ തായോളികൾ ഉണ്ട് സമൂഹത്തിൽ കയ്യിൽ കിട്ടിയ ഒരു ദാക്ഷണ്യവും കാണികണ്ട അടിച്ച് ചെവിക്കല്ല് പൊട്ടിച്ചോണം ആണും പെണ്ണും കെട്ട ശവങ്ങൾ,Homophobic-Threatening
Chechieee etha course aa padiche By the way adipoli videos aa,None-of-the-above
അവർ കെട്ടുന്നത് പെണ്ണിനെ ആണെങ്കിൽ അതാണ് പ്രകൃതിയ്ക്ക് വിരുദ്ധം ഈ വിവാഹം അവരുടെ പ്രകൃതിയ്ക്ക് അനുകൂലമായതാണ് അത് പറ്റില്ല എന്ന് പറയുന്ന നിങ്ങളും പ്രകൃതിയ്ക്ക് വിരുദ്ധനാണ്,Counter-speech
Mattullavar ningale chooshanam cheyyan shremikkunnathu ningalude vastra vithaarana reethi kandu kodanu makeupum parimethamakkuka,None-of-the-above
Ividathe aalukalkku mayamohini polulla cinemakale ishtapedan kazhiyu,None-of-the-above
sthreegalkum parasparam kalyanam kazhikaan niyamamund sneham vijayikatte,None-of-the-above
അതെ ബ്രൊ,None-of-the-above
Kreative Productions ഇതെന്ത മൈര് ,None-of-the-above
സത്യത്തിൽ ഇത് സ്ത്രീ പുരുഷ അവഹേളനമാണ് ട്രാൻസ്ജനറേഷൻ,Transphobic-derogation
mages mathew സാധാരണ ഉള്ള ഒരു രീതിയിൽ തിരിച്ചറിവില്ലാത്ത പ്രായത്തിൽ അവർ abuse ചെയ്യപ്പെട്ടാൽ മിക്കവാറും ആ വയ്ക്തിക്ക് ഈ ഒരു sexual method ഇനോട് ഒരു അറപ്പ് അല്ലേൽ ഇഷ്ടമില്ലായിമ്മ അല്ലെ തോന്നു ,None-of-the-above
Aslam Basheer ഊഹം വെച്ച് സംസാരിക്കല്ലേ ചങ്ങായി,None-of-the-above
Deepak Jayadevan schoolile rss adyapaganmaran naindamakkall,None-of-the-above
Pakal manyanmar,None-of-the-above
Aanungalellam ingane aayal sthreekalkk kurach restedukkayirunnu ,None-of-the-above
E kalathum engane chinthikunna ningale athu doctre kanikanam,None-of-the-above
Iqbal Ikku എങ്ങോട്ട്പോവാൻ അവന്മാർക്ക് പറ്റിയ പണി സർക്കസിൽ ചേരുന്നതാ മൂക്കിൽ ഓരോ ബോളിന്റെ കുറവേയുള്ളൂ,None-of-the-above
തുടക്കത്തിലെ ഒരു പ്രണയത്തിന്റെ കോട്ടിങ് ഒഴിച്ചാൽ നല്ല വീഡിയോ Keep it up ,None-of-the-above
Nishanarahman yess,None-of-the-above
എനിക്ക്  orikkalum homosex പിന്തുണ cheyyan sadhikkilla Karanam ഞാൻ  aganathe aalalla Streekalku vendi samsarikkunnath eganeyano  Swavarga anuragikal allatha sthreekalku vendi thakal egane samsarikum,Homophobic-derogation
Correct sex ellaarum cheyyunnund but marriege Enna concept nod verupaannI mean gay marriegesex hostel um gulf lum nadakunnundbut they married a girl,Homophobic-derogation
Uff nivin achayan inganokke act cheyyun ariyillarnnu pwoli saanam,None-of-the-above
ഇതെല്ലാം എല്ലാവരും കാണുന്നതല്ലേ നിങ്ങൾ ചിലർ open ആയിട്ട് പല tv show കളിൽ ഇങ്ങനെ പറയുമ്പോൾ ചിലർ എത്രയാണ് എന്നൊക്കെ ചോദിക്കില്ലേ,None-of-the-above
അവരും മനുഷ്യർ അല്ലെ ജീവിക്കട്ടെ നമ്മുക്ക് വരാം ഇങ്ങനെ കളിയാക്കലും പാവങ്ങൾ എനിക്കു ഇവരോട് ബഹുമാനം ആണ്,Hope-Speech
Kidilam Manushyan eniku ariyam sahodara njan ningale pole avare angeegarikunma vyakthi annu I respect them,None-of-the-above
Paranjad shariyanumbbs curiculuthil idinekurich oru chukum ulpedutheetlaad kond even doctors are not fully aware f it,None-of-the-above
Agane parayalle bro Ith avar manapurvam alla  Avarude hormone imbalance aanu ,None-of-the-above
അത് പ്രകാരം കാട്ടറബി മതക്കാരനും ഇവരും ഞാനും തുല്യരാണ് പ്രായപൂർത്തിയായ ഏത് പൗരനും ഇഷ്ടപ്പെട്ട ആളുടെ കൂടെ ജീവിക്കാൻ ഉള്ള അവകാശം ഇന്ത്യൻ ഭരണഘടന ഉറപ്പൂ നൽകുന്നുണ്ട് അതിൽ ജാതിയോ മതമോ ഭാഷയോ വംശമോ ലിംഗമോ സെക്ഷ്വൽ ഓറിയെന്റേഷനോ ഒന്നും അടിസ്ഥാനമാക്കി ഒരു വേർതിരിവും കാണിക്കരുത് എന്ന് എടുത്തു പറയുന്നുമുണ്ട്,Counter-speech
ആരെങ്കിലും ഒരു കുതിരപ്പവൻ ക്ലാര ചേച്ചിക്ക് കൊടുക്കുക,None-of-the-above
ഇതിന്റെ ആവിശ്യം ഇല്ല ഇവർ ക്കു സ്‌ത്രൈണ സ്വഭാവം വരുന്ന സമയം ആ പ്രായം കൃത്യ മായ ചികിത്സാ ബോധ വൽക്കരണം കൊടുക്കണം തുടക്കം മുതൽ ആണെകിൽ ഇത്തരം ആളുകൾ സമൂഹത്തിൽ ഉണ്ടാകില്ല അതാണ് ഗവണ്മെന്റ് ചെയേണ്ടത് തുടക്കം മുതൽ ആളുകൾ ഇതിന് തയ്യാർ ആവണം,Transphobic-derogation
ഇതിന്റെ ആവിശ്യം ഇല്ല ഇവർ ക്കു സ്‌ത്രൈണ സ്വഭാവം വരുന്ന സമയം ആ പ്രായം കൃത്യ മായ ചികിത്സാ ബോധ വൽക്കരണം കൊടുക്കണം തുടക്കം മുതൽ ആണെകിൽ ഇത്തരം ആളുകൾ സമൂഹത്തിൽ ഉണ്ടാകില്ല അതാണ് ഗവണ്മെന്റ് ചെയേണ്ടത് തുടക്കം മുതൽ ആളുകൾ ഇതിന് തയ്യാർ ആവണം,Transphobic-derogation
അവരെ സംസാരിക്കാന്‍ അനുവധിക്കൂ,None-of-the-above
