,text,Labels
1187,jannat jahannam aur akhirat pr iman nhi rkhta h...,Non-anti-LGBT+ content
1188,Okk,Non-anti-LGBT+ content
1189,itna kam volume,Non-anti-LGBT+ content
1190,Sir kutiya choodne walo ko kya kahte hai,Non-anti-LGBT+ content
1191,"Bccho ki dhng see parwarish krni chaiyee.

Specially parents ko ladkoo pe zyada nigrani rkhni chahiye, kunki prostitution ki main jad toh yahi log hai. 
Inke hawas ke chakkar mai masoom ladkiyaa kidnap hoti hai. Ur kothe pe patak di jaati hai. 

Ladko pe jab tak control nhi hoga, tab tak ldkiyo ko surakshit mahol nhi milegaa. 
Baaki parinaam sab bhugat rahi hai; rape, gang rape, prostitution yeh sab ab aaam baat hoti jaa rhi hai.",Non-anti-LGBT+ content
1192,No sir mere masi ka ek child transgender hai  but   wo  ghar me rahti hai or wo ek farmer hai,Non-anti-LGBT+ content
1193,Good job bro. Very educational.,Non-anti-LGBT+ content
1194,Great teacher,Non-anti-LGBT+ content
1195,"samjhane k leye kise ko bhee manually bemar bol doge 
shut up",Non-anti-LGBT+ content
1196,"Things that are wrong in chronological order of video-

 Heterosexuality is natural and normal 
And ""male aur female me attraction na ho to gadbad hai"", 

Lealsbianism is not a mental disorder

""Gay ladko me paya jata hai'- ye koi bimari ya  habit nhi hai jo paya jata hai, pls correct your language

Jaise male female attraction ko disorder, mentality, ya alag nhi kaha ja sakta , waise hi male male, female female , trans relationship, asexual , in logo ko bhi disorder, mentality nhi kaha ja sakta",Non-anti-LGBT+ content
1197, @Ayushman Mishra  Why,Non-anti-LGBT+ content
1198,Hmm v gay hai 😧😔😔,Non-anti-LGBT+ content
1199,Depends,Non-anti-LGBT+ content
1200,Inhone kuch galat nahi keya jo tmlog news bana k bech rahe ho...aurat ya mard hone se pahle  wo log ek human being H...wo jo feel kre..unki aatma jo ban k accha mahsus kre. Wahi banne me samajhdari H..na ki samaj k tucche niyam k anusar jine k leye mazbur hona..agar kisi Larke ko guriya se khelna pasand H or uska favourite colour pink H to tm log hauaa bana dete ho jaise ki usne koi gunhaa kr deya,Non-anti-LGBT+ content
1201,Biology class,Non-anti-LGBT+ content
1202,Sabhi behno ko dil se salaam ☺️🤯😱,Non-anti-LGBT+ content
1203,"एक बात जो साफ है कि LGBTQ community के supporter कुछ दिनों बाद इस वीडियो को हटाने के लिए कहेंगे।
1:00",Non-anti-LGBT+ content
1204,Sir apke samjhane k trike ko mera🙏🙏🙏🙏🙏🙏🙏,Non-anti-LGBT+ content
1205,"Just one thing to clear: homosexuality is not a mental disorder. It's not in your mind. It's in your DNA/GENES.
समलैंगिकता कोई मानसिक विकार नहीं है। यह उस इंसान की सोच नही होती,ये उसके डीएनए में ही होता है,इस पर उसके दिमाग का भी बस नहीं होता।",Non-anti-LGBT+ content
1206,Sir yeh jo ladyboy hote jo harmouns se apna gender change karwa lete hai unka finger print bhi change ho jate hai ya body ki sirf sangrachna ko change karte hai sharir ki banat Ekdom ladki jaisi ho jati par unka bhi penis hota hai,Non-anti-LGBT+ content
1207,😂😂😂😂😂,Non-anti-LGBT+ content
1208," @Aparajita & Leo vlogs  
agar aapko kisi se pyar nahi milta hai to yah, aapke confidence and psyche ko affect krta hai lekin koi aur aapki life mein aata hai jo aapke pyar ko value deta hai aur aapke liye chinta dikhata hai, to aap pahle ke lie apani feelings ko bhul jate hain aur aage badhate hain, unase pahale ek ke lie apni feelings ko bhule bina ab dusare ke lie or jyada pyar mahasoos karte hai..,..aap is bare mein kya sochate hai?",Non-anti-LGBT+ content
1209,"Bhut acche se samjh me aya sir Ji, Thanku so much",Non-anti-LGBT+ content
1210,Mujhe achchha laga,Non-anti-LGBT+ content
1211,All these vedio about red light areas never reveal who really owns them..,Non-anti-LGBT+ content
1212,Male and female hota h bro..or shemale kuch nahi hota she warna jaldi hemale bhi aajeyaga😁😂,Transphobia
1213,May kabhi bhi mari female friends ki boyfriend se relashion soch bhi nahi sakti .. mari problem hai may kayse samjhau🙏🙏🙏,Non-anti-LGBT+ content
1214,"You're a teacher, didn't expect from you ""ye ek tarike ka mansik rog samjhiye"". I mean you're no one to judge whether an other individual is normal or sick on the basis of their sexuality. That was very disappointing. 💔",Non-anti-LGBT+ content
1215,"L - lesbian
G- gay
B- bi sexual
T - transgender
Q - Quer
Quer किन्नर होता है",Non-anti-LGBT+ content
1216, @Dhāīsa  pehle likhna to sikho,Non-anti-LGBT+ content
1217,Bhai es topic par to me bhi speech de dunga esme courage ki kya baat h bot ladkiya h jo bebak bolne ko ready h but ye log to famous logo ko he invite krte h.,Non-anti-LGBT+ content
1218,Tomboy hona to thoda bahut patvarish par bhi depend karta hoga,Homophobia
1219,"Hats off sir aap jitne ache ek teacher hai utne hi ache ek insaan bhi hai, Mai bhi es baat se 110 percent agree Karti hu ki Kabhi Kisi ki majburi Ka mazak Nahi urana chaiye.insaan ho to insaniyat rakho",Non-anti-LGBT+ content
1220, @Karan Kumar  tumhari jo bhi soch ho ye jitne bhi log hai naa is video mein vo sare successful to it doesn't matter now bye,Non-anti-LGBT+ content
1221,Sir bisexual natural hota hai ya mentali hota hai ya  fir dono hota hai,Non-anti-LGBT+ content
1222,"Bahut din se confuse thi,ab clear hua.",Non-anti-LGBT+ content
1223,For me gaurav is awesome not gauri he is very handsome the way he is.... kismat ka khel hai kya karu....,Non-anti-LGBT+ content
1224,Khan sir ka jabab he nhi aesa techer m kabhi m dekha nhi,Non-anti-LGBT+ content
1225,Ek Channel Bana Do ..,Non-anti-LGBT+ content
1226, @Gameboit  in short yeh logo ki soch dikhata hai ki log kis tarah abhi bhi gaon ko ek unsafe place mantey hai. Jo ladkio key liye safe nhi hai.,Non-anti-LGBT+ content
1227,हमारे कुछ बड़े बडे नेताओं मे भी गे और लेस्बियन है मुझे एसा प्रतीत होता है 😀,Transphobia
1228,Aap mein bahot josh aur himmat hai,Non-anti-LGBT+ content
1229,"गुरु जी हमारे यहाँ बाई सेक्सुअल को नबाबी शौक बोलते हैं।😊
वैसे आप बहुत अच्छा समझाते हैं।।",Transphobia
1230,Nice lecture Sir ji,Non-anti-LGBT+ content
1231,Extra bolta hai bhai,Non-anti-LGBT+ content
1232,Himmat chaiye kuch bhi bolne k liye ....or itne bade platform pr khud khade hokr kehna bahut badi baat hai....bhagwan aapko aapke kaam me her tarakki de🥮,Non-anti-LGBT+ content
1233,Bharat me sexual education dene ki bhut zrurt h logo ko,Non-anti-LGBT+ content
1234,Tera/teri voice kuch ajib hai... Esa lagta hai voice change karke koi ladka bol raha hai,Non-anti-LGBT+ content
1235,You are the best teacher in the world,Non-anti-LGBT+ content
1236,"😍😍😍
Mashallah. 
 Mei roz jata hun GB road",Non-anti-LGBT+ content
1237,Aap apna naam change kar lo BEING HUMAN aap lagte nahi BEING RUDE rakh lo  ...wht a stupid thinking 🙄🙄🙄🙄🙄🙄🙄🤐🤐🤐🤐🤐,Non-anti-LGBT+ content
1238,Ye sab scam h 😂,Non-anti-LGBT+ content
1239, @Karan Kumar  accha matlab ladka ladki ban jaye iska matlab hota hai gender dysphoria hona aur us me lakhon ka kharcha hota hai ok aur ye koi trend bilkul bhi nhi hai to ye  tumhari taraf se galat hai medical ke taraf se nahi,Non-anti-LGBT+ content
1240,काश आप के जैसे सारे गुरु पढाते।,Non-anti-LGBT+ content
1241,"सर जी नमस्ते,
 मैं आपकी क्लास मे ज्वाइन होना चाहता हूँ, सर प्लीज़ मुझे बताइये कि मैं आपकी क्लास कैसे ज्वाइन होउ।",Non-anti-LGBT+ content
1242,Aap shayad jaante honge,Non-anti-LGBT+ content
1243,Bahut sahi ❤,Non-anti-LGBT+ content
1244,"❤️पहला सुख निरोगी काया,
दूसरा सुख घर में माया ❤️",Non-anti-LGBT+ content
1245," @ERBIUM  Tumhara dimag or tameez dono kho gya hai....kisi random ladki se aise puch rhe ho itna ghatiya sawal....comment dhyan se pdho maiine likha h I don't like prostitution and its a shameful work...
Wait kahin tum vo aadmi toh nahin jo khud in jb roads m jaata ho ya is work ko support krta ho? Shyd tbhi aisa comment kra h",Non-anti-LGBT+ content
1246,Koti koti naman 🙏🙏🙏,Non-anti-LGBT+ content
1247,First stage of the labour bata dijiye,Non-anti-LGBT+ content
1248,"I think the way you talked about lgbtq was not insightful and it was more disrespectful as you used words like ""Mentally rog/Gaylogy/Heterosexual is normal etc"" how can you say term something mentally rog! It's very disheartening to see how Unaware indians are that our lecturers who should research about lgbtq and then give a lecture talkin' so casually",Non-anti-LGBT+ content
1249,"2.5k dislike वाले है, कौन हैं ये लोग कहा से आते है 😏😏😏.... 
Ye wo है जिनके चैनल पर view नही मिलता, 😜😜😜😁😁",Non-anti-LGBT+ content
1250,Effeminate hum use kehte hai jo ladka ladki ki tarah byabohar karta hai opposite of Tomboy,Non-anti-LGBT+ content
1251,"Bahut hi shandar samjhaya sir ji 
Love 💕💕 you sir",Non-anti-LGBT+ content
1252,sir aapne jo trans gender padane se pehele jo bola vahi baat 100% sach baat bola,Non-anti-LGBT+ content
1253,Mitha 😅😂😂,Non-anti-LGBT+ content
1254,Hahahaha,Non-anti-LGBT+ content
1255,Apko Kuch pata nehi.. Homosexual is not a crime.,Non-anti-LGBT+ content
1256,Parfeat ..baat hai .. love ti,Non-anti-LGBT+ content
1257,Tysm sir ap hmsbhi ko hr field me knowledgeable bna rhe hi.,Non-anti-LGBT+ content
1258,"Battmiji to ye hijde krte h sbse 
Hmne ek baar bahut koota tha doda doda kr 
Battmiji kr rhe the aakr train m 🤣🤣",Transphobia
1259,Sir who is pandit din dayal upadhyay ispe ik clip bna digiye. Jadatar Jo govt. Scheme launch ho rhi hy usme Inka nam rhta hy. Please🙏,Non-anti-LGBT+ content
1260,2:30,Non-anti-LGBT+ content
1261,Ji Mein baat karunga jarur pm. Se don't vary,Non-anti-LGBT+ content
1262,"Actually sexuality and gender are  two completely different things 
Sexuality is to whom you are attached to where as gender is how you identify yourself  and there so many types of gender in the world but what you are explaining is sexuality",Non-anti-LGBT+ content
1263,Sir ap ki voice bhut slow aati h,Non-anti-LGBT+ content
1264,Sir shemale kya hei,Non-anti-LGBT+ content
1265,Last line nhi samjhe koi samjhaega ...pyar ke mohalleee,Non-anti-LGBT+ content
1266,😂🤣,Non-anti-LGBT+ content
1267,Sabka apna sochna h mujhe to esa hi lagta ukhad lo jo ukhad sako apna extra gyan apne pas rakho..,Non-anti-LGBT+ content
1268,Tik tok wale samrat?,Non-anti-LGBT+ content
1269,Bahut gjab sir kitni uljhi baat ko aapne easy way mein samjha diya really good job sir,Non-anti-LGBT+ content
1270,Sir aap ke pas kitna Sara gnyan hai,Non-anti-LGBT+ content
1271,Aap jaisa to koi nhi h teacher sir aap smjhate h to sb aa jata h,Non-anti-LGBT+ content
1272, @Fedo Dedo  u r judgemental if u think after jai hind he should use  indian flag,Non-anti-LGBT+ content
1273,Finally someone said it 🙏,Non-anti-LGBT+ content
1274, @Stealth Ragnarr  😆😆 sahi hai bhai 😂😂🙏🙏🙏,Non-anti-LGBT+ content
1275,"Sir intersex wale ko vagina aur penis dono hai , to wo bachhe paida kar sakta hai kya..?",Non-anti-LGBT+ content
1276,Godse patriotic tha,Non-anti-LGBT+ content
1277,😂😂,Non-anti-LGBT+ content
1278,Great..... Very well explained......,Non-anti-LGBT+ content
1279,Aur jo Sadi hi nahi karna chahta single life me interested h to usame kya h,Non-anti-LGBT+ content
1280,Sir kuch ma English ke bare mein bata dijiye ki questions kese prepare krien achi percentage kese lein,Non-anti-LGBT+ content
1281,यह विदेशी रीति रिवाज परंपरा भारत को ले डूबेगी कृपया इस पर ध्यान ना दें।,Non-anti-LGBT+ content
1282, @A..D..  hello ji namaste ji,Non-anti-LGBT+ content
1283,sir aap ise mental bimari batana band kijiye,Non-anti-LGBT+ content
1284,Lesbian k sath sambandh banane se bachhe hote hai ya nahi Gay k penis me tanaw aata hai ya nahi ye to bataya hi nahi....jo bataya wo to common information hai...,Non-anti-LGBT+ content
1285," @Belugay  nothing should be forced to accept or not personal choice
Jo jisme sukhi",Non-anti-LGBT+ content
1286,Sir aap bahut funny ho 🙏🙏🤗🤗,Non-anti-LGBT+ content
1287,Phla insaan jo esi batein bhi bta rha h to bhi kuch ghinn nhi aa rhi ...mind positive hi h🙏👍thnx for teaching youth these things without vulgarity🔥🤘lot of respect sir ..i dont want to see any web series in my life but u gave all the info for knowledge purpose ✔️✨,Non-anti-LGBT+ content
1288,Ha to ban ja kis me roka,Non-anti-LGBT+ content
1289,"Mard the tabhi thik the abhi kitna bhayanak lagte ho 
Itna hi hai to ladke ka hi gene implant karlo na q itni magaj maari BC",Transphobia
1290,Muje to pata hi nhi tha Aisa bi hota hai.....,Non-anti-LGBT+ content
1291,"Mujhe padhai chhode 14 sal ho gaye, lakin koi bhi bat samajh me nhi ata to, mai apki video serch karta hu aur100% satisfied hota hu,, i love khan sir, bhagvan apko bahut lambi umar de🙏🙏",Non-anti-LGBT+ content
1292,Sir aapko ek din jaroor Bharat ratana milega.,Non-anti-LGBT+ content
1293,"खान सर बहुत ही अच्छे टीचर है 
और हमारे एमपी में उनके वीडियो  
बुजुर्ग भी देखते हैं
अब बताइए बुजुर्ग किसकी तैयारी नहीं कर रहे हैं फिर भी उनके समझाने का अंदाज इतना अच्छा है कि उनके वीडियो को भी बुजुर्ग पसंद करते हैं और हम तो करते ही हैं",Non-anti-LGBT+ content
1294,"Sir 
1.  जो male के शरीर के साथ जन्म लेते हैं, पर मानसिक रूप से female होते हैं या जो female शरीर के साथ जन्म लेते हैं पर मानसिक रूप से male होते हैं। उन्हें क्या कहते हैं?

 2.   transgender and transexual मे क्या अंतर होता है?",Non-anti-LGBT+ content
1295,Ayush ansh is gay,Homophobia
1296,Mast bola bhai ji aapne,Non-anti-LGBT+ content
1297,Chootya hai ye,Non-anti-LGBT+ content
1298,Phli baar Jana,Non-anti-LGBT+ content
1299,Roop,Non-anti-LGBT+ content
1300,Sir plz aap cyber law ke bare me kuch btaye plz,Non-anti-LGBT+ content
1301,Bhot Accha padhate h sir kas me bhi Patna me rhe rha hota me isne hi tution karta,Non-anti-LGBT+ content
1302,Correct 👍,Non-anti-LGBT+ content
1303,NAUZUBILLAH!!,Transphobia
1304,Ha gb rod 😜😜😜 sehi sikha h tum jesio ne hunar dhokhebazi ka,Non-anti-LGBT+ content
1305,Swapnal shinde kaha se khubsurat dikhti hai .jis gay ke pas paisa hai change ho ke lady ban jata hai .hadd hai yr ..aaj se 100 saal ya pehle kyo ni yeh paida hote the ..kehte hain bhagwan ne yeh kiya hai .hoti apni galti hao,Homophobia
1306,Now This Is What We Called Padha Likha Gawar,Non-anti-LGBT+ content
1307,ACEapp hai Asexual demisexul lgtbq gay lesbian community ke liye 😘😘😘☺☺☺💃💃⚘,Non-anti-LGBT+ content
1308,Inter se×,Non-anti-LGBT+ content
1309,"Sir tomgirl bhi hota hai kya

By the way thank you sir .",Non-anti-LGBT+ content
1310," @Moni Mishra  tum kar wa lo, tum ko dimag bhi change kar wane ki jarurat h👻",Non-anti-LGBT+ content
1311,Sir ladki Xx gunsuter boy XY gu suter se y kinner kon se gu suter se bante h please reply jarur karna,Non-anti-LGBT+ content
1312,Es par apki sabi video hai?,Non-anti-LGBT+ content
1313,Sir inter sex me bache peda hote he ya nahi,Non-anti-LGBT+ content
1314,"Tomboy explaination 🤣🤣🤣 bahut badmaashi karegi kudegi fandegi, 😄😄",Non-anti-LGBT+ content
1315,Aapko interst h homosexual me,Homophobia
1316,😂😂 and I'm a Gay,Non-anti-LGBT+ content
1317,App great he,Non-anti-LGBT+ content
1318,"Amawas ki rat sooryagrahan... 
🤣🤣🤣🤣🤣🤣🤣🤣🤣
Thank you Sir...",Non-anti-LGBT+ content
1319,बहुत ही सुन्दर तरीके से एक्सप्लेन किये सर 🌹🌹🌹🙏🙏🙏🙏,Non-anti-LGBT+ content
1320,Good,Non-anti-LGBT+ content
1321,Indira Gandhi tomboy thi,Non-anti-LGBT+ content
1322,Wo shayad isiliye k sir ko on the spot ek dam se samaj nhi aaya k kya sab use kiya jaye is ko samjhane,Non-anti-LGBT+ content
1323, @Dangerous Khiladi  hmm vo to hai..,Non-anti-LGBT+ content
1324,There is number of tomboy in my school 🏫😂😂🙄,Transphobia
1325,Heterosexual hai toh normal hai vrna gadbad hai ... (at 1:10).  Just woow initiation of the topic 🙌🏻 thoda gender equality and normalcy abnormally  pr bhi padh lijiyega 🙂,Non-anti-LGBT+ content
1326, @Karan Kumar   lol 😂 jawab to hai ni tere pass lmao kya bolega,Non-anti-LGBT+ content
1327,ḿéŕé Ĺíńǵ ḿéíń táńáv ńáhíń áátá thá áúŕ tíḿíńǵ bhí ḱáḿ thí éḱ dőćtőŕ ḱá ńúḿbéŕ ḿújhé ӲőúTúbé ṕéŕ śé Ḿíĺá dőćtőŕ ḱá ńúḿbéŕ ⁹⁰⁸⁴²⁷⁶⁶³⁵  íś dőćtőŕ ńé ḿújhé 1 ḿáhíńé ḿéíń ḿújhé bíĺḱúĺ thééḱ Ḱáŕ Díӳá áb.,Non-anti-LGBT+ content
1328,"Shemale v hoti hai 1, girl with penis",Non-anti-LGBT+ content
1329,Godse sesh bhakt tha,Non-anti-LGBT+ content
1330,"Sir , sperm ki age 5-6 days nhi HOTI kya?????????? Apne 20mint btaya tha!",Non-anti-LGBT+ content
1331,ye sb mental disorder h sb chutiyapa h,Transphobia
1332,दिल से धन्यवाद सर जी आप को. आप ज़ेसा इंसान दुनिया में और नहीं हैं... हमे गर्व है आप पर,Non-anti-LGBT+ content
1333,Really a good knowledge,Non-anti-LGBT+ content
1334,22 -23 saal ki ladki 😂😂,Non-anti-LGBT+ content
1335,Sir ham aap ki classes join karna chahti hu,Non-anti-LGBT+ content
1336,Sir can inter sex produce both sperm and ovum ?,Non-anti-LGBT+ content
1337," @Dungar Mohiwada  नहीं, गौ माता का खाए 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣गौ माता के मांस में बहुत ज्यादा प्रोटीन खनिज लवण होते हैं (etc)",Non-anti-LGBT+ content
1338,Don't think like tell by teacher use your own thoughts,Non-anti-LGBT+ content
1339,"Trans gender - ex- faisu, riyaz 😂",Transphobia
1340,Kr skte h..,Non-anti-LGBT+ content
1341,Sir aise to kisi ka murderer mentality ho to usko maaf krr dena chaiye kyuki uska kya glti hai,Non-anti-LGBT+ content
1342,Khan sir is friendly teacher 😁😁😁😁 you are god gifted. Jai hind sir🙏🚩🚩🚩,Non-anti-LGBT+ content
1343,I think ..Ye dimaagi bimaari h..or Kutch nhi,Transphobia
1344,Me bhi confusing tha ab samjha hu ese sahi se....Thanks khan sahab,Non-anti-LGBT+ content
1345,Ye lyf h hmari apni jisko jesa psnd vese jiyo ....mar mar k kya jeena khul k jiyo .....injoy your lyf ....dil dhadkne do💞,Non-anti-LGBT+ content
1346,Thx Khan sir aaj hum ko malum pada ye sub aache se,Non-anti-LGBT+ content
1347,"Sir aap bhut accha pdhate h sir .... I am ur biggest fan 
I want to be an IAS .jab hum ias banjyenge to sabse pehle aapse aaake milenge sir ......",Non-anti-LGBT+ content
1348,Aunty tum kahan se naaya maal lagti ho😂,Non-anti-LGBT+ content
1349,Sir g. Agar koi lesbian girl boy se relationship banane k baad bachha paida kr sakta hi??,Non-anti-LGBT+ content
1350, @Aravind Sarkar  kya hua 🧐,Non-anti-LGBT+ content
1351,Modi rojgaar do ka mudda par bhi video banayee,Non-anti-LGBT+ content
1352,"Army purple bts ji, aap pakka koi immature teenage ho, K-pop fan please use mind don't try to show maturity by over maturity",Non-anti-LGBT+ content
1353,Ye bhi upsc me aayega kya ?,Non-anti-LGBT+ content
1354,Agreed,Non-anti-LGBT+ content
1355,Fb id me check karlena,Non-anti-LGBT+ content
1356, @Akmal Khan  ye hi mai bola mere bhai,Non-anti-LGBT+ content
1357, @Kaintura ji  Same! i am bi too!,Non-anti-LGBT+ content
1358,1 ghanta ka 2000 jada h madam kum kro,Non-anti-LGBT+ content
1359,abse hum train me kinnaro ko paise denge.. !!..,Non-anti-LGBT+ content
1360,Homosexuality is not a mental disorder,Non-anti-LGBT+ content
1361,वाकई मे खान सर क्या लिखा जाए आपके बारे मै जितना लिखू उतना कम है। पुरा Dout Clear कर दिये।  Jai Hind 🇮🇳 Sir.।  आप इतिहास हमेशा अमर रहेंगे। Love❤ u......,Non-anti-LGBT+ content
1362,"Ha bhai , unko sirf chakkey korean boys psnd h",Non-anti-LGBT+ content
1363,Lesbian ho Kya 🤣🤣..,Homophobia
1364,"It's a mansik rog, nothing else. Unemployment se yehi sab hota hai.",Non-anti-LGBT+ content
1365,Mujhe insab ko lekar bahut confusion hai,Non-anti-LGBT+ content
1366,agar kisiko koi chij me attract nehi hai toh kya kahenge ???,Non-anti-LGBT+ content
1367,Sir aap bhut achhe ho,Non-anti-LGBT+ content
1368,Sir sar ISI tarah se video banakar dalte rahiyega kyunki ham log ko padhne asan  hoga ham log Patna ja to nahin sakte please,Non-anti-LGBT+ content
1369,Sir  apne she male ka nahi bataya,Non-anti-LGBT+ content
1370,Agar aise bachho ko accept kare aur support kare toh vo bohot successful honge.. Apni soch badalna hai sabko Transgender and homosexuality k prati,Non-anti-LGBT+ content
1371,mam apne bola come here pyar ke mohalle mai bhot pyar milega .. I will tell you one story i went there with two of my friends just to see how g b road looks. then when i and my friends reached there they both decided to go there first and I will go after them just to see how it looks. then suddenly they came with a sad face back. i asked them what happened they told me that their money got stollen by two of the ladies and both of the ladies blocked there path and stole there money by showing knife in her hands. the lesson I learend that i will not go there in future.,Non-anti-LGBT+ content
1372,Meri school teacher se shadi kr lijiye sir,Non-anti-LGBT+ content
1373,Yaha dar lagne laga hai mujhe,Non-anti-LGBT+ content
1374, @Pushpa  pahadi kitchen  Haan pta h,Non-anti-LGBT+ content
1375,Apni sound quality to sahi krle bhai,Non-anti-LGBT+ content
1376, @Priyanshu Kashyap  kyu kii Muslim community mein homosexual accept kabhi nahin kiya jata ... Aur otherwise I respect each and every religion 🙏😠,Homophobia
1377,Moulana madarse  ke  bachho ki  piche se thukai kyu karte esi ke uupar q nahi bol te o bhi to homo sax ho hai na,Non-anti-LGBT+ content
1378,Bi sexual to 90 per cent mil jayenge apko,Non-anti-LGBT+ content
1379,"Transman kya hai ?
And transwoman kya hai 🙄?",Non-anti-LGBT+ content
1380,Wha  sir aap ko Salaam hai,Non-anti-LGBT+ content
1381,When she said I am a Ghanaian why my brain said Mohandas Gandhi bhi scammer tha😅😂,Non-anti-LGBT+ content
1382,Bahut achha se samjhate hai sir aap.,Non-anti-LGBT+ content
1383,बिलकुल नॉर्मल ढंग से समझ गए,Non-anti-LGBT+ content
1384,Me ek ladki hu per mujhe ladhko jaise rehna acha lagta hai,Non-anti-LGBT+ content
1385,yeh ek ganwar hai isliye,Non-anti-LGBT+ content
1386,Nahi dega to pit deta hai 😆😆😆😆😆,Non-anti-LGBT+ content
1387,"This girl is so graceful, har ladki kuchh bhi na sunn kar bas inke expressions, politeness and the way she's talking par dhyan de toh ye interview dekhna worth ho jaega 
❣",Non-anti-LGBT+ content
1388,Agar koi ladka ladki ke sath se karna chahta hai aur ladke ke sath sex karna chahta hai krana nhi chahta karna chahta hai to vo kya hai,Non-anti-LGBT+ content
1389, @Sheikh Salman  yup mean,Non-anti-LGBT+ content
1390,Sir aap is video ke starting me jo muskurake ke bole n us time bahut acha laga 😂🙏🙏,Non-anti-LGBT+ content
1391,Sound toh aa hi nahin raha,Non-anti-LGBT+ content
1392, @NEERAJ CHOPRA(REAL ID)  😂 haha nice joke....  mai ek transsexual hu so i know better...transgender k explanation glt tha..,Non-anti-LGBT+ content
1393,"Happy to see that some teachers give sexual education to their students... because in this century no one gives sexual education 
Thank you sir🙏",Non-anti-LGBT+ content
1394,Yha pr koi gay h 😀😀,Homophobia
1395," @Arbina Khan  It's not a disease it's normal various studies have proved it so don't worry about that just like a man gets attracted to  girl, a man can also get attracted to a man so a girl can also don't worry it's normal",Non-anti-LGBT+ content
1396,शायद queer उन लोगो को कहते है जिनको किसी के भी साथ सेक्स करना अच्छा नहीं लगता,Non-anti-LGBT+ content
1397,"Thanks sir ji itne acche se clear karne k liye
Keep growing & luv from delhi❤️",Non-anti-LGBT+ content
1398,Jism ladki Ka aur ling purush ka use kya kehte Hain?,Non-anti-LGBT+ content
1399,"वर्तमान समय में बहुत कम लोग ही ऐसे है जो अपने बारे में छोड़कर दूसरो के बारे में सोचते है और वह भी ऐसे लोगो के बारे ने जिन्हें समाज में हीन भावना से देखा जाता है जबकि ज्यादातर को अपहरण करके जबरदस्ती इस नर्क में धकेला जाता है 
आप वह काम कर रही है जो एक सरकार को करना चाहिए 
आपकी journey सुनकर लगा की वास्तव में आज की इस मतलबी दुनिया में भी कोई निस्वार्थ भाव से सेवा कर सकता है 
आपको शत शत नमन देवी 🙏🙏🙏🙏🙏🙏🙏🙏",Non-anti-LGBT+ content
1400,Bhut sunder sir!! 🙏🙏🙏🙏 Ap sch me ek mahan teacher h....i wish ki ek din hm bhi apke nkse kdm pr chlkr apka naam bhart me hi nhi blki  pure vishw me faila ske...taki aap jane ki ap kis level ki mehnat kr rhe h🙏🙏🙏🙏🙏🙏,Non-anti-LGBT+ content
1401,I must say....ek ek word ko kya handle or blance krke bola h👌👌👌👌🥰,Non-anti-LGBT+ content
1402," @Pinky Allahabadi  ye soch sirf transgender ko hi aate hai o bhale ladke jaise dikhte hai per unki aatma ladki ki hoti hai jiske wajah se surjerry karwate hai nhi to kisi ko shuk nhi hai ki o yaisa kare aur  aap kaise samjoge in baton ko, mai janti hu in baato ko keoky mai khud ek transgender hu ok! Ek baat aur koi bhi normal ladka ko shauk nhi ki o ladki bane!",Non-anti-LGBT+ content
1403,"Ameer log, neta businesses men Celebrities, yeh sab 5 star hotels mein model bulate hain apne room par ...toh woh enjoyment hai.

Paise aur rutbe ka khel hai sab. Gareeb piye toh nashedi, ameer piye toh shauqeen.",Non-anti-LGBT+ content
1404,Agar attract ni hote tb samjhiye ki gadbad h 😃😃😃😃 . Statement was just hilarious,Homophobia
1405,🤣🤣🤣Pgl h sb,Non-anti-LGBT+ content
1406,Koi chhattisgarth ka gay hai kya,Non-anti-LGBT+ content
1407,"Khan sir basic hormonal, chromosomal abnormalities bhi bataye... 👍",Non-anti-LGBT+ content
1408,No he's not jo uncomfortable ho ye baat krne mai wo is topic ko samjha hi nhi sakta,Non-anti-LGBT+ content
1409,Kya padane ka tarika hai aap jaisa na huaa hai na hoga kitne simple tarika se pada dete hai,Non-anti-LGBT+ content
1410,Problem kya h isme jo jyesa jina chahta h jine do,Non-anti-LGBT+ content
1411,Tu humesha kush hai lagta hai,Non-anti-LGBT+ content
1412," @Sumanth D   if a man is subject to its instinctual drives (sex, test, pleasure), how can we say it's a form of human upliftment? Jaise janwar jie waise hi hm (bas thoda us vyavasthit tarike se) yahi hai na human evolution?",Non-anti-LGBT+ content
1413,"Sir  abhi tak ap jaisa padane wala koi mila hi nahi aap itna asan samjhate hai turant samajh me aa jata hai
Apko dil se salam,, sir 
Apke jaisa koi nahi pada sakta",Non-anti-LGBT+ content
1414, @Yash Bhadouria  It doesn't make sense. Akele rehne se b you can't compare both. Think again brother. The village is a safe and beautiful place. If she said I can survive anywhere then it makes sense. But mai gaon me rhi to yahan b reh sakti hu. Matlab kya nikalta hai is baat ka.,Non-anti-LGBT+ content
1415,I don't like your one statement : aap bole ke koi ladka gay nahi hona chahta aur shukr manao aap normal ho yaar yahi soch to hame nahi chahiye aur aap hi aisi soch ko badhava de rahe ho,Non-anti-LGBT+ content
1416,Ghor...kalyug hai...😁😁 Pahle mard to mard hota tha...or aurat...aurat hi hoti thi...lekin aajkal pata nhi kya kya bimariya chal gai hai...,Non-anti-LGBT+ content
