lang,text,category,label,,transliterated_from_spanish
spanish,"🚨🚨👁️👃👁️👉🇱🇷🌏Aquí está el pene muy evidente de Michaels mientras BigMike baila para ""no me creas, solo mira"" cantado por otro transexual, Bruno Mars, en el simbolismo de rayas azules y blancas de Ellen como el templo de la isla de Epstein, mi palabra.",transphobic,2,TRUE,"🚨🚨👁️👃👁️👉🇱🇷🌏Aquí is Michaels's very obvious penis while Bigmike dances to ""Do not believe me, just look"" sung by another transsexual, Bruno Mars, in the symbolism of blue and white stripes of Ellen like the temple From Epstein Island, my word."
spanish,"Viejo hipócrita. A Putín no le reclamás nada? Claro, si no podés ni nombrarlo, a ver si queda como que lo estás cuestionando. Y al mismo tiempo te juntás con el putañero y pro aborto de Beto, su concubina y el hijo gay. Sos un mamarracho.",homophobic,0,FALSE,
spanish,Estoy pensando en cambiarme de sexo y decir que soy una mujer trans bisexual inmigrante que se siente oprimida por el heteropatriarcado blanco.Además diré que sufro opresión todos los días por recibir piropos en cada esquina de cada calle.¿Creéis que podré recibir alguna paguita?,homophobic,0,FALSE,
spanish,"Que puta manía con tener que ponerle nombre a todo lo que hagas con el rabo coño. Eso de toda la vida se llama ser manflorito. Ya en serio, TDSH, es una enfermedad, como muchas de las banderitas de mierda. Hombre-Mujer y trans de los dos tipos. hetero, gay, bisexual ¿tan dificil es?",homophobic,0,FALSE,
spanish,"yo los veo juntos y me confunde algo ...uno con cara de cerdo muy femenino y la otra con cara de orto y amachado,y no lo digo por aquello del.otro sub que se dice presidente de Venezuela y que malas lenguas.y escandolos en Cucuta,,de perika y scort trans ....en fin",transphobic,2,TRUE,"I see them together and somewhat confuses me ... one with a very feminine pork face and the other with an ortho and amachado face, and I do not say it for that of the sub -only that says president of Venezuela and that bad languages. And Scandolos in Cucuta ,, of perika and scort trans ..."
spanish,puta maricona asquerosa bollera de mierda😍😍😘😘😘😫😫,homophobic,0,FALSE,
spanish,podras sentar cuando te encule por detras. Tu madre tiene muy grande el pene es un transexual,transphobic,2,TRUE,You can sit when you get behind. Your mother has very big penis is a transsexual
spanish,Neymar es una puta bestia marica,homophobic,0,FALSE,
spanish,Q si me gustan las trans si son bellas asi claroooo...?,transphobic,2,TRUE,What if I like trans if they are beautiful like that of course ...?
spanish,Pero no sé . Debe ser que ahora no hay personas trans que tienen pene loool. A ver si el ttansfobo es el chaval del tweet,transphobic,2,TRUE,But I do not know . It must be that now there are no trans people who have a looool penis. Let's see if the ttansphobo is the tweet kid
spanish,"¿Lo dijiste en serio? No creo que estés leído e instruido. Reprobado, las mujeres transgénero son hombres.",transphobic,2,TRUE,"Did you seriously said it? I don't think you are read and instructed. Reprobated, transgender women are men."
spanish,es que hay una rubia que no para de salirme y ahora opina sobre la ley trans diciendo que va a influenciar a los niños a cambiarse de sexo/genero💀,transphobic,2,TRUE,is that there is a blonde who does not stop leaving and now thinks about the trans law saying that he will influence children to change sex/gender💀
spanish,Jajajaja a un trans ese triangulito en las piernas se lo taparían las güevas.,transphobic,2,TRUE,Hahahaha that triangulite in the legs would be covered by the güevas.
spanish,Dizque ser trans es más aceptado en la sociedad.,transphobic,2,TRUE,Being trans is more accepted in society.
spanish,"como feminista radical, pienso que una mujer trans es una mujer trans y que el propósito de su militancia y protesta es su opresión discriminacion por ser trans, no por ser mujeres, no se si se entiende lo que quiero decir",transphobic,2,TRUE,"As a radical feminist, I think that a trans woman is a trans woman and that the purpose of her militancy and protest is her oppression discrimination because they are trans, not because they are women, I do not know if what I want to say is understood"
spanish,"y no toquéis la polla con ""y cuales son las pintas d homosexual nininini"" callate la puta boca y contesta",homophobic,0,FALSE,
spanish,"1) Hoy hace 87 años que las abogadas, putas, soldadoras, bolleras y mujeres trans votan.",transphobic,2,TRUE,"1) Today 87 years ago, lawyers, whores, welders, bolleras and trans women vote."
spanish,"bueno exmootie, cuando seas trans o nb me avisas que así me entero de que ya sabes las gilipolleces que creías",transphobic,2,TRUE,"Well exmootie, when you are trans or nb you let me know that I find out that you already know the asshole you thought"
spanish,"Los varones trans si entran en el feminismo. De perverso nada, el feminismo no tienen que ocuparse de los problemas de todos, para ayudarlos está el trans acitivismo, sino para que es?? Siempre las mujeres teniendo que ocuparse de los problemas de todos sino son unas perversas?",transphobic,2,TRUE,"Trans men enter feminism. Of perverse nothing, feminism does not have to deal with everyone's problems, to help them is trans acitivism, but what is it? Always women having to take care of everyone's problems but are perverse?"
spanish,Que rabia con esos sapo hijueputa y uno con ganas de andar en su moto y ellos cogiendolo de marica a uno ☠️,homophobic,0,FALSE,
spanish,"las infancias trans son violencia. literalmente un niño jugando con muñecas no está en el cuerpo equivocado, DEJEN A LA INFANCIA SER INFANCIA y métanse su género por la cola",transphobic,2,TRUE,"Trans childhoods are violence. Literally a child playing with dolls is not in the wrong body, leave childhood to be childhood and your gender by the tail"
spanish,"""Mi tuit fijado me permite acusar a las personas trans de violar niños"". Si, eres un facha que le gusta atacar a minorías. Y déjame en paz, que al parecer soy muy pequeñitapara un tio tan machorro como tú.",transphobic,2,TRUE,"""My fixed tweet allows me to accuse people trans with violating children."" Yes, you are a facade that likes to attack minorities. And leave me alone, which is apparently very small to a guy as machoro as you."
spanish,"Pido perdon por que cada vez que veo una pareja Lesbiana, mi mente piensa Cual es Bottom?",homophobic,0,FALSE,
spanish,"Las vaginas q les hacen a las mujeres trans no son vaginas,no es un agujero que se fabrica que tiene q vivir el resto de su vida abriendo con dilatadores ya que el cuerpo lo registra como una herida y naturalmente se cierra como una herida cualquiera.",transphobic,2,TRUE,"The vaginas that make trans women are not vaginas, it is not a hole that is manufactured that has to live the rest of their life opening with dilators since the body records it as a wound and naturally closes as any wound."
spanish,la cantidad de twets diciendo que esto es transfobia¿¿¿ es lógico que una mujer trans no puede jugar en equipos femeninos las hacen chota dios nadie les está diciendo que no son mujeres tomense un té,transphobic,2,TRUE,"The amount of twets saying that this is transphobia, is it logical that a trans woman cannot play in female teams make them Chota God nobody is telling them that they are not women have tea"
spanish,"En parte no los culpo porque most people from the gay community son bien hijueputas, pero hay que aprender a pararles el caballo publicly, si se necesita, or privately.",homophobic,0,FALSE,
spanish,"¿Operarse para cambiarse de sexo es ""castración quirúrgica"", pero utilizar bloqueadores de hormonas y terapia de sustitución hormonal con menores de edad es reforzar su identidad? ¿Sabiendo que solo el 15% de los niños termina siendo transexual?",transphobic,2,TRUE,"Are you operating to change sex is ""surgical castration"", but using hormone blockers and hormonal substitution therapy with minors is to strengthen your identity? Knowing that only 15% of children end up being transsexual?"
spanish,"Lo q yo creo. Que piensan usds? Muchos me insultarán, pero ahí va. El gobierno ideal debe establecer condiciones q permitan q las personas consientan mutuamente interactuar y nada más. Por ejemplo, si un empleador no quiere contratar a alguien debido a raza o identidad de genero",transphobic,2,TRUE,"What I believe. What do you think USDS? Many will insult me, but there it goes. The ideal government must establish conditions that allow people to consent to mutually interact and nothing else. For example, if an employer does not want to hire someone due to race or gender identity"
spanish,"Picadura de la cobra gay,si te pica te vuelves gay,picadura de la cobra gay,si te pica te vuelves gaaayyyy",homophobic,0,FALSE,
spanish,"Lo que llaman""mujer trans"" no un hombre que quiere ser MUJER,que nació con un PENE Y 2 TESTÍCULOS. La MUJER tiene vagina y ovarios de nacimiento. Solo hay HOMBRES Y MUJERES.Lo demás es pura basura de la especie subhumana degenerativa salida de las cloacas.",transphobic,2,TRUE,"What they call ""trans women"" not a man who wants to be a woman, who was born with a penis and 2 testicles. The woman has vagina and ovaries by birth. There are only men and women. The others is pure garbage of the subhuman species degenerative departure from sewers."
spanish,Este doble hijo de puta si lee mucho lo felicito un abrazo es muy inteligente Marica de playa,homophobic,0,FALSE,
spanish,"Y lo va a arreglar todo los Ladrones del partido del ministrín, el zampón que su turismo es el de los trans? . Sois la basura. CORRUPTOS. Y lo que es peor sois la basura de podéis.",transphobic,2,TRUE,"And is it going to fix all the thieves of the Ministrín party, the Zampón that its tourism is that of the trans? . You are garbage. Corrupt And what is worse you are the garbage you can."
spanish,Con todo que les metan la verga menos al trans porque se van a salar 😆🤣🤮 pero que les caiga todo el peso de la ley por andar robando hdp,transphobic,2,TRUE,With everything that they put the cock less to the trans because they are going to leave 😆🤣🤮 but that the whole weight of the law falls to steal HDP
spanish,"No entiendo a la gente que pide cupo laboral trans lo único que das a entender es que son tan débiles que necesitan ayuda del estado a tal nivel que obliguen a las empresas a contratarlos, además de darle un privilegio a cierto grupo.",transphobic,2,TRUE,"I do not understand the people who ask for trans quota, the only thing you imply is that they are so weak that they need the State's help at such a level that they force companies to hire them, in addition to giving a privilege to a certain group."
spanish,de verdad se declaran armys y fans de este marica? ni yo soy tan hijueputa.,homophobic,0,FALSE,
spanish,"Fui linda y amable, fui inocente, nunca pensé decir eso pero eres una Zorra lesbiana y que te rechacen mil veces.",homophobic,0,FALSE,
spanish,"no, no son mujeres. son mujeres TRANS, ser mujer y ser mujer trans son cosas totalmente diferentes y necesitan cosas diferentes.",transphobic,2,TRUE,"No, they are not women. They are trans women, being a woman and being trans women are totally different things and they need different things."
spanish,no entiendo porque los trans romantizan tanto querer tener períodos menstruales cuándo esta mierda no irónicamente me hace querer s wordearme cada 28 días de lo mal que me siento,transphobic,2,TRUE,I do not understand why the trans romanticize wanting to have menstrual periods when this shit is not ironically makes me want to be watched every 28 days of how bad I feel
spanish,mymelo no soy lesbiana pero las oprimo,homophobic,0,FALSE,
spanish,"Coño al parecer manejas mucha información del mundo de los gay, es medio sospechoso",homophobic,0,FALSE,
spanish,Este llorón ni para teatro barato sirve. Por que no lo detuvieron si se supo que era un ridículo montaje? Y quien mató al trans? La izquierda se silenció y el delito queda impune?,transphobic,2,TRUE,This weep or for cheap theater serves. Why didn't they stop him if it was learned that it was a ridiculous assembly? And who killed the trans? The left was silenced and the crime is unpunished?
spanish,Un clon besando a un transexual 😲😲😲,transphobic,2,TRUE,A clone kissing a transsexual 😲😲😲
spanish,"Soy MUJER y SE de lo que hablo. Ustedes sufren DISCRIMINACION no opresión, entiendaaan!! Son 2 cosas completamente distintas. Las leyes de identidad de género nos afectan a las MUJERES, pero les valemos madre, y luego dicen que el cuirismo/transactivismo es feminista... parfavar",transphobic,2,TRUE,"I am a woman and I know what I'm talking about. You suffer discrimination non -oppression, understand !! There are 2 completely different things. Gender identity laws affect us women, but we are worth a mother, and then they say that Cuirismo/Transactivism is feminist ... Parfavar"
spanish,A ti te destapan todos los días mierda maricona el el gueon demócrata que se lo parten por el medio amarillo de mierda cobarde re culiao vendí a tu mamá la puta gorda que vende droga por 20 monedas mientras voh le serví copete a los clientes que tb se felpean a tu hermana,homophobic,0,FALSE,
spanish,"Ellos juegan a patada, pero cuando se les hace esas cosas lloran una marica son esos kurepas....",homophobic,0,FALSE,
spanish,"Si digo matar, maricones, asesinar, putas, fusilar, rojos muchas veces me tiran la cuenta?",homophobic,0,FALSE,
spanish,YO NO GRITO MUCHO ES EL MUNDO QUE HABLAIS MUY BAJITO VALE????????? WNDNSNDNDNDNDNDKDLFNELDKS Y BUENO GAY ULTRA GAY SI QUE ME LO CONSIDERO DE NO SER POR MI NOVIO PERO BUENO ESO QUE MMMM A ESO POLLAS. (mecagoenlaputaquemehacaladolamierdaesasusmuertospisoteaos),homophobic,0,FALSE,
spanish,"Y por si la bombilla no le da, hablaba de las barreras arquitectónicas, y tb de las reservas, como ejemplo a que un mundo sólo preparado para la mayoría ""normal"" es excluyente. Me parece alucinante que de ahí vd colija que un trans no pueda subir escaleras 🤣🤣🤣",transphobic,2,TRUE,"And if the bulb does not give him, he talked about architectural barriers, and TB of reserves, as an example that a world only prepared for the ""normal"" majority is exclusive. It seems hallucinating that from there vd colija that a trans cannot climb stairs 🤣🤣🤣"
spanish,"No entiendo que sea trans pero también transfobica, o sea, cómo??. :(",transphobic,2,TRUE,"I do not understand that it is trans but also transobic, that is, how ??. :("
spanish,"No es mujer, es mujer trans.",transphobic,2,TRUE,"She is not a woman, she is a trans woman."
spanish,VENÍ AQUÍ A SAN MARCOS TE TENGO LECHE LO Q T GUSTA HIJO DE MIL PUTAS CULERO DICE LA Q POR Q NO LA QUERÉS GRANDE HIJO DE MIL PUTAS LADRÓN Y MARICA,homophobic,0,FALSE,
spanish,"Abria que ver esos proyectos. La mitad son para cambiarle el nombre a una calle y la otra para ""que la cámara de diputados reconozca a un trans, travesti, gay, lesbiana, etc"". Grandes proyectos. . Crear el día nacional del mate también cuenta como proyecto.",transphobic,2,TRUE,"He opened to see these projects. Half are to change the name to one street and the other for ""that the Chamber of Deputies recognizes a transvestite, gay, lesbian, etc."" Big projects. . Create National Mate Day also counts as a project."
spanish,uy justo hoy estaba pensando en el gordo gay hijo de puta q m manoseaba en jodas y ahora veo q lo escracharon por misógino y encima CHORRO amoooo,homophobic,0,FALSE,
spanish,¿Cómo duque puede dormir tan tranquilo sabiendo que están matando a tanta gente inocente? Hijueputa insensible cerdo inservible renuncie marica nadie lo quiere,homophobic,0,FALSE,
spanish,Se te nota que eres capa de la marica,homophobic,0,FALSE,
spanish,"Pedófilo se declaró trans, fue trasladado a cárcel femenina y abusó sexualmente de su compañera 🔎",transphobic,2,TRUE,Pedophil
spanish,"Son una maldita secta donde luchan por ser ""las más oprimidas"" y ""las víctimas supremas oprimidas por los trans"" y si les llevas la contraria eres ""un machirulo queer"" o ""una traidora que antepone los penes a las vidas de las mujeres"". En serio, las TERF son una auténtica SECTA.",transphobic,2,TRUE,"They are a damn sect where they struggle to be ""the most oppressed"" and ""supreme victims oppressed by trans"" and if you take them the opposite you are ""a queer machirulo"" or ""a traitor that puts the penises to the lives of women"" before the lives of women "" . Seriously, the Terf are a real sect."
spanish,Dios mío no puedo ser tan maricona lloró por todo,homophobic,0,FALSE,
spanish,"¿Qué fue primero el acoso terf o el acoso trans?. ¿Cuántas terf han sido asesinadas, golpeadas... Por serlo?. Y sin embargo... ¿Cuántas veces habéis dicho orgullosas que habéis echado con violencia a alguna mujer trans de vuestros espacios?. Abstracción y empatía",transphobic,2,TRUE,"What first was Terf harassment or trans harassment? How many Terf have been killed, beaten ... for being? And yet ... how many times have you said proudly that you have violently thrown a trans woman from your spaces? Abstraction and empathy"
spanish,"cuando los argumentos dejen de ser q se sienten atraidxs por personas trans, se enamoran de las almas etc etc quizá cambie de parecer",transphobic,2,TRUE,"When the arguments cease to be that they are attracted to trans people, they fall in love with souls etc etc. maybe change their minds"
spanish,a mi me resulta casi graciosimo porque basicamente te están admitiendo que si eres clase obrera y abiertamente no binario o trans te van a hacer la vida complicadisima por eso tienes que ocultarlo o tener determinados privilegios para serlo. And that's on them,transphobic,2,TRUE,"It is almost funny to me because they are basically admitting that if you are a working class and openly non -binary or trans will make your life complicated, so you have to hide it or have certain privileges to be. And that's on them"
spanish,"No los tienen con los huevos llenos con los trans , los trav y les coses?!?",transphobic,2,TRUE,"They do not have them with the eggs full with the trans, the trav and sew them?!?"
spanish,Usted me está diciendo que va a negar el hecho de que a un adolescente gay le amputaron el brazo vecinos por ser gay tan solo porque vos no has vivido una experiencia semejante?,homophobic,0,FALSE,
spanish,"Si una persona trans tiene disforia de genero y por ende el estado le paga su tratamiento hormonal,¿por que no me dan esteorides ya que sufro de trastorno dismórfico corporal?. (No lo tengo, solo lo uso de ejemplo ya que son iguales)",transphobic,2,TRUE,"If a trans person has gender dysphoria and therefore the State pays its hormonal treatment, why do you not give me sterides since I suffer from body dysmorphic disorder? (I don't have it, I only use it as they are the same)"
spanish,Ustedes son heteros? Bi? Homo? No binarie? Trans? Burro? O que son??,transphobic,2,TRUE,Are you heteros? Bi? Homo? No binarie? Trans? Donkey? Or what are they ??
spanish,HOLA PUEDE HABER ALGÚN PAVO EN MI PUTA CARRERA CARRERA QUE NO SEA . A. UN CAYETANO. B. HOMOSEXUAL,homophobic,0,FALSE,
spanish,Lo siento pero dime algún chiste que no tengan que incluir a trans,transphobic,2,TRUE,I'm sorry but tell me some joke that they don't have to include trans
spanish,No hable mucho bobo ifueputa que cuando los Chilenos estén en la inmunda usted con hacerse el marica con eso paga...o no se acuerda el plumero que hizo cuando ganó y ?... ay Chile otro país que se va al despeñadero...,homophobic,0,FALSE,
spanish,Me gustaría que la gente que no forma parte del colectivo y la gente cis se callara el puto pico cuando se trata de temas propios del mismo y de la gente trans en concreto. . Sólo pido silencio ni siquiera cuesta dinero graxxxx,transphobic,2,TRUE,"I would like people who are not part of the collective and the cis people will shut up the fucking peak when it comes to their own issues and trans people specifically. . I just ask silence, it doesn't even cost graxxxx money"
spanish,Mujeres os odio y os deseo lo peor. Ojalá ser homosexual o asexual,homophobic,0,FALSE,
spanish,"una transfemenina puso que ""la causa trans también es una lucha feminista"" no sé cansan de meter su pen3 en todo? me tienen harta",transphobic,2,TRUE,"A transfemenine put that ""the trans cause is also a feminist struggle"" I don't know how to put their pen3 in everything? I have had enough"
spanish,"Y hagando x las bebitas. Bebitas trans, travestis, tracutis. Qariwarmis... K vendrán xk seguiremos naciendo... muchas veces eso es lo único k me mantiene viva. K al menos algo de lo que diga o haga pueda hacerle menos mierda el mundo a ese futurx trans. . Eso, gracias x tan poco.",transphobic,2,TRUE,"And making the baby. Trans baby, transvestites, tracutis. Qariwarmis ... K will come xk we will continue to be born ... Many times that is the only thing K keeps me alive. K at least something he says or does can make the world less shit to that future trans. . That, thank you so little."
spanish,"Claro los cupos obligatorios en el estado, solo hace falta que seas trans y listo, tenes prioridad ante el resto, da igual si sos capaz o no, solo importa eso",transphobic,2,TRUE,"Of course, the mandatory quotas in the state, you only need to be trans and ready, you have priority to the rest, it doesn't matter whether you are capable or not, it only matters that"
spanish,todos los maricones son tan especiales que han conseguido ser todos iguales,homophobic,0,FALSE,
spanish,A lo mejor es un trans de esos.,transphobic,2,TRUE,Maybe it is a trans of those.
spanish,"Pero la puta madre. Estoy como esas viejas que cuando se enteran que un famoso es gay dicen ""que desperdicio"" como si ese famoso les fuera a dar bola",homophobic,0,FALSE,
spanish,Entonces para que putas abre una empresa si no quiere pagar empleados ? La gente es bien marica a lo bien. A pero para estrenar carro del año y viajar a la puta mierda si no les duele el bolsillo. Malparios a pagar ps,homophobic,0,FALSE,
spanish,Las mujeres trans son mujeres trans y las mujeres cis no existen. A las cosas por su nombre.,transphobic,2,TRUE,Trans women are trans women and CIS women do not exist. A things by their name.
spanish,10 PUTAS PARTIDAS INTENTANDO JUGAR Y EN TODAS ME TOCAN O SPAMERS O GENTE QUE AL VER QUE LES QUITO UN STOCK SALEN DE LA PARTIDA POR QUE TIENEN MIEDO DE PERDER LOS PUNTOS. SON UNOS PUTOS PUNTOS QUE NO EXISTEN JODIDOS MARICONES,homophobic,0,FALSE,
spanish,que sus trabajos sean reconocidos pero como no son trans o varones no llegan al reconocimiento que buscan,transphobic,2,TRUE,that their jobs are recognized but since they are not trans or male they do not reach the recognition they are looking for
spanish,"En la ""nueva España social democrata y laica"" en nombre de la ""libertad de pensamiento"" imponen la tiranía de la ley trans ampliada y prohibir el publico rezo del Rosario. !!Atentos es lo que viene en el borrador del acuerdo de los frentes.",transphobic,2,TRUE,"In the ""New Spain Democrat and Lay"" in the name of ""freedom of thought"" impose the tyranny of the expanded trans law and prohibit the public prayer of the rosary. !! Attentive is what comes in the draft of the front agreement."
spanish,"Cabría preguntarse, no obstante, si trans que se hormonan con hormonas del sexo contrario deberían de competir contra personas de su mismo sexo (las mujeres estarían en desventaja competitiva con respecto al sexo contrario y en ventaja competitiva con respecto al sexo propio).",transphobic,2,TRUE,"It should be asked, however, if they are hormone with hormones of the opposite sex they should compete against people of the same sex (women would be at a competitive disadvantage with respect to the opposite sex and in competitive advantage with respect to their own sex)."
spanish,"es parecido al the binding of Isaac pero con dioses griegos maricones, bajatelo piratilla si eso",homophobic,0,FALSE,
spanish,"Nop, fascismo es borrar a las mujeres y la biología a criterio de hombres. Son mujeres trans, no han nacido mujeres, por mucho que se operen munca van a serlo biologicamente.",transphobic,2,TRUE,"NOP, fascism is to erase women and biology at the discretion of men. They are trans women, women have not been born, no matter how much muca they will be biologically."
spanish,"Si es por la placa, los obreros se la soplan, solo defiende los intereses de minorías como menas negros gays y trans",transphobic,2,TRUE,"If it is for the plaque, the workers blow it up, only defend the interests of minorities such as gay and trans tatteries"
spanish,Tiene pene igual 🤮 jajajaa mejor me cacho a un men y me da dinero. una trans mejor me kacho una mujer...,transphobic,2,TRUE,It has the same penis 🤮 hahahaa better I get a men and give me money. A better trans a woman ...
spanish,"La cineasta iraní Marjane Satrapi, sobre las críticas feministas a la #LeyTrans: ""En los años 60 las feministas odiaban a las lesbianas"".",transphobic,2,TRUE,"Iranian filmmaker Marjane Satrapi, about feminist criticisms of #leytrans: ""In the 60s feminists hated lesbians."""
spanish,"Abogado trans debiera de decir el título, porque es hombre, no mujer.",transphobic,2,TRUE,"Trans lawyer should say the title, because she is a man, not a woman."
spanish,"De hecho, son mujeres trans, no MujeresTRANS, y hay mujeres cis con pene, pero eres demasiado estupido para entender",transphobic,2,TRUE,"In fact, they are trans women, not women, and there are cis women with penis, but you are too stupid to understand"
spanish,EL TEMA DEL PIZZERO NUNCA SE RESOLVIO PERO JURO POR DIOS QUE TODOS MIS AMIGOS SE METIERON CON MI CONDICION DE LESBIANA,homophobic,0,FALSE,
spanish,"Di que sí, por una sociedad que nos digamos putas, cabronas, hijos de puta, maricones...todo por tradición. Todo en orden di que si. Bravo",homophobic,0,FALSE,
spanish,BORRA CM HOMOSEXUAL HIJO DE PUTA,homophobic,0,FALSE,
spanish,"""Esta bueno q no se hagan más chistes asi"" todo el maldito programa hablando sobre frodo es medio medio con marcos, haciéndole arcas de asco, TODO EL TIEMPO CUESTIONANDO SI ES GAY O NO, estas son las feministas q quieren igualdad pero son terribles hijas de puta #GH22 #GH2022",homophobic,0,FALSE,
spanish,"para el ministrín zampón y que sólo bebe Coca Cola, además de gustarte el turismo trans, lee. Inculto. No sirves ni como estatua. Eres un vago con sueldo público por ser la bayeta del moñas",transphobic,2,TRUE,"For the Ministrín Zampón and that only drinks Coca Cola, in addition to like trans tourism, reads. Uncultivated. You do not serve as a statue. You are a vague with public salary because it is the cloth of the Moñas"
spanish,"En casi 3 meses NO DICE UNA PUTA MIERDA de su país, pero sale cuál paladín de la justicia a hablar de Cuba, cuáles que ""ojo Colombia"" bobo marica, acaso el comunismo acá ha tenido cabida? Uribista de mierda",homophobic,0,FALSE,
spanish,Pero rata maricona 😔,homophobic,0,FALSE,
spanish,Una babosa me dijo que no soy bisexual si no una lesbiana reprimida...me la voy a agarrar a putazos con UGH! De fondo.,homophobic,0,FALSE,
spanish,"""Soy trans porque me siento mujer"" no papu, sos un varón que por que se pinta las uñas, se deja el pelo largo y se maquilla ya se cree mujer.",transphobic,2,TRUE,"""I am trans because I feel a woman"" do not papu, you are a man who, because he paints his nails, leaves his hair long and makes up a woman."
spanish,En ningún momento digo que sea trans. La misoginia se le ve de lejos. No hace falta ser muy espabilada para saber lo que es.,transphobic,2,TRUE,At no time do I say it is trans. Misoginia is seen from afar. It is not necessary to be very hustied to know what it is.
spanish,la homofobia es algo tan mmm medio gay que te moleste que un tipo se coma una pinga,homophobic,0,FALSE,
spanish,"Apoyo y admiro a la comunidad trans, pero lo de la Eva esta... no sé Rick... 🤨 Las manchas de sangre sin sentido, su forma de explicarlo, el día que le ha ocurrido, que lleva un tiempo queriendo ser instagramer... No os creáis todo lo que leáis por favor, un poco de criterio",transphobic,2,TRUE,"I support and admire the trans community, but the eva is ... I don't know Rick ... 🤨 The spots of meaningless blood, its way of explaining it, the day that has happened to it, that it takes time wanting to be instagramer ... Do not believe everything you read please, a little criteria"
spanish,También aplaude el diputado del Psoe un hilo donde se acusa de tránsfobas a mujeres feministas. ¿Desconocerá que terf es el nuevo feminazi o será a conciencia este aplauso? ¿Será otro Gay misógino?,homophobic,0,FALSE,
spanish,"Niños que no tienen su self consolidado, que aprenden por imitación, están siendo reconocidos como trans por el colectivo abecedario, todo en base a manipulación e impunidad que les otorga sus posiciones de poder.",transphobic,2,TRUE,"Children who do not have their consolidated self, who learn by imitation, are being recognized as trans by the alphabet collective, all based on manipulation and impunity that gives them their positions of power."
spanish,"Es la mejor amiga de kaiser, escribieron un libro juntos.... Stiglitz te guste o no, es un economista de verdad, no un trans- economista. abogado que se identifica como economista. De que datos hablas?? Hace rato que andas con eso y no se ni de que hablas...",transphobic,2,TRUE,"She is Kaiser's best friend, they wrote a book together .... Stiglitz you like it or not, she is a real economist, not a trans-economist. lawyer who identifies as an economist. What data are you talking about? You have been with that and I don't know what you are talking about ..."
spanish,"Asco de esta panda que nos gobierna que celebra con orgullo el día de las lesbianas, putas y maricones (con perdón) . mientras ignoran el día del padre y el día de la madre. Son gentuza...!!",homophobic,0,FALSE,
spanish,"Buenas tardes, hoy vengo a deciros que puedes decir maricón sin ser LGTB+, nigga sin ser negro, puta sin ser mujer etc etc etc",transphobic,2,TRUE,"Good afternoon, today I come to tell you that you can say fag without being lgtb+, nigga without being black, whore without being a woman etc etc etc"
spanish,Maricones acomplejados,homophobic,0,FALSE,
spanish,"Perros hijos de puta padres de familia reputamadre pidiendo clases virtual para los hijos en lugar de presencial. No me jodan la vida, estos csm. Maricones de mierda que siguen asustados por el covid.",homophobic,0,FALSE,
spanish,"¿Por qué no va a buscarse mejor una vida?. Imbecil cómo si le fuera a colocar cuidado una puta barata, si quiere que se lo metan, vayase con su amigo el negro bobo marica y no venga a escribir mariconadas de viejo en busca de pija.",homophobic,0,FALSE,
spanish,"Ostia puta... zumbada vs zumbado, ambos pertenecientes a bandos oprimidos....... quien gana?. Karen por ser mujer?. Carlos por ser negro? recordad que es un tío. aunque podría autodenominarse mujer..... Si Carlos se autodenomina mujer, si no, pierde. . ???qué lío machE???",transphobic,2,TRUE,"Ostia whore ... buzzed vs.ble, both belonging to oppressed sides ....... Who wins? Karen for being a woman?. Carlos for being black? Remember that he is an uncle. Although she could self -destitute a woman ..... if Carlos calls himself a woman, if not, she loses. . ?? What mess mache ???"
spanish,La puta de SOPHIE prefiere morirse antes de sacar musica nueva en fin otro día de luto para los maricones,homophobic,0,FALSE,
spanish,La verdad que me repelen más los trans que son mujeres biológicas mutiladas que se creen hombres que los trans que son hombres biológicos con cirugías plásticas en el torso que se creen mujeres,transphobic,2,TRUE,The truth is that trans trans that are mutilated biological women who believe men who are biological men with plastic surgeries in the torso that women believe are women.
spanish,"Se me pone la polla como cuando veo a una lesbiana en la parada del autobús. Este golazo de Sergi Cepa nos dio la Copa feria en el año 2007 contra los hijos de la gran puta del celta (y eso que aún no tenían a Mingueza). Minuto 90+8,. 📌 Antananarivo. 🏟️ Estadio La vagina peluda",homophobic,0,FALSE,
spanish,"Están expulsando a las mujeres del deporte de competición.Cuanfo habla de derechos trans, habla de borrar el sexo y que cada cual elija en su dni lo que le pese. No sé si es sólo una tontita ignorante o una mercenaria miserable.",transphobic,2,TRUE,"They are expelling women from competition sport. What talks about trans rights, talks about erasing sex and each one chooses in their ID what weighs it. I don't know if it's just an ignorant fool or a miserable mercenary."
spanish,Este hijo de puta ladrón cual es la llorazon que tiene maldito no gano por ladrón.y ustedes como un medio de comunicación lo se presten a pendejadas de este marica.,homophobic,0,FALSE,
spanish,Voy a cortarme los huevos y hacerme transgénero.,transphobic,2,TRUE,I'm going to cut my eggs and get transgender.
spanish,¿Por qué cuando me maquillo parezco mujer trans? Jajaja ),transphobic,2,TRUE,Why when I make up transfers trans women? Ha ha ha )
spanish,Literalmente mi cuenta es una rata trans troste llorando cada 1 segundo,transphobic,2,TRUE,Literally my account is a trans -rat crying every 1 second
