,lang,text,category,label
3110,mal,Nikhil Varghesevhotfe ഞാൻ കുണ്ടൻ അല്ല അതിനു,homophobic-derogation,1
4,tam,இவள்ங்களை துடைப்பங்கட்டையா  அடிக்கனும்,transphobic-threatening,6
6,tam,ஓரின gay lesbian சேர்க்கை தவறானது தான் ஓரின gay lesbian சேர்க்கை சரியானது என்பவர்கள் தவறானவர்களே 5 அறிவு உயிரி கூட அதன் துணை அறிந்து சேரும்,homophobic-derogation,1
12,tam,Gay lesbian ரெண்டுமே வெறும் செக்ஸ்தான்னு இந்த சமூகத்தோட பார்வை மாறும் வரைக்கும் எத்தனை மாலினிகள் வந்து காட்டு கத்தலா சொன்னாலும் ஓரினச் சேர்க்கையாளர்கள் என்பவர்கள் இச்சமூகத்திற்கு எதிரானவர்கள் தான்  வெளிப்படையா சொல்லிக்க முடியாதவிரும்பாத தற்பால் சேர்க்கையினருடைய ஒட்டுமொத்த ஆதங்கம்நியாயமாத்தான் இது இருக்கு  தற்பால் சேர்க்கை என்பது ஒரு பிரச்சனை இல்ல இது ஒரு உணர்வு இத பார்த்த பிறகாச்சும் யாரும் உணர்வுகள கொச்சையா பாக்காதீங்க  இதுக்கு மேல சொல்ல ஒண்ணுமில்ல                      ,homophobic-derogation,1
13,tam,Srini Vasan  அந்த பொட்டைங்கள சாக சொல்லு,transphobic-threatening,6
17,tam,துலுக்க நாடுகள்ல தான் ஓரிணசேர்க்கை அதிகமா ஓரிணசேர்க்கைல ஈடு படுரானுக துலுக்கன் சூத்துல ஓக்குறத தான் அதிகம் விரும்புவான் முகமது நபி கூட ஒரு ஓரிணசேர்க்கையாளன் தான்,homophobic-derogation,1
23,tam,எந்த விலங்கு ஓரினச் சேர்க்கையில் ஈடுபடுகிறது அப்படி நாங்கள் செய்தால் விலங்கை விட கேவலமானவர்கள்,homophobic-derogation,1
26,tam,இந்த திருநங்கை தொல்லை தாங்கமுடியல,transphobic-derogation,5
30,tam,அடதெவ்டியாபையா காசுகொடுக்கலனா அவுங்க பாவாடையா தூக்கி காட்டுவாங்கடா நாயே,transphobic-derogation,5
33,tam,இது இயற்கைனு சொல்ற அறிவாளிகளேஆணும் பெண்ணும் இணைவதுதான் இயற்கைஓரினச் சேர்க்கை இயற்கைக்கு விரோதம்எதிர்பாலின ஈர்ப்பே தெளிவான மனநிலைஓரினச் சேர்ககையென்பது ஒருவித மனநோய் தான்இதையும் தனிமனித உரிமைனு போர்க்கொடி அரைவேக்காடுகளை என்ன செய்வதென்று தெரியவில்லை                      ,homophobic-derogation,1
37,tam,கொப்பனும்ஆத்தாலும் சேராம போனா நீயும்தான் போறக்க முடியுமாஇல்லை இப்டி வந்து நக்கீரன்ல பேட்டிதான் கொடுக்க முடியுமா,homophobic-derogation,1
53,tam,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,homophobic-derogation,1
54,tam,Nagarjun Rajeshwaran  போட பொட்ட நீ சப்படா ஒருத்தியும உன்னை விரும்பமாட்டா காரணம் உன்வாய்,homophobic-derogation,1
55,tam,ஒரு ஆண் மிருகம் ஆண் மிருகத்தோடு இன்பம் காண்பதில்லை ஓரினச்சேர்கை மிருக உறவைவிட கேவலமானது    இந்த தவறான உறவு முறை மாற்றப்பட வேண்டும் இப்படு பட்டவர்கள்  மனந்திரும்புதலுக்காக  இறைவனிடம் மன்றாடவேண்டும்,homophobic-derogation,1
60,tam,அந்நிய நாட்டுக்காரன் அம்மாஅக்கா பொண்டாட்டினு மாத்தி மாத்தி போரான் அப்பாே அத நீ செய்வியா                      ,homophobic-derogation,1
69,tam,அட நாயே இதுல்லாம் ஓரு தீர்பு ஆணும் பெண்ணும் தான்டா உலகம் நீங்க லாம் எங்க இருந்துடா வரீங்க இதே காரெட் சொல்ற சில நாதாரிகள்,homophobic-derogation,1
73,tam,இவன்ர் சொல்வது  அனைத்தும் பொய்99திருநங்கைகள் பாலியல் தொழில் வலுக்கட்டாயமாக செய்யப்படுவது இல்லை இஷ்டப்பட்டே செய்கிறார்கள் இவர்களால் தான் எய்ட்ஸ் பரவியது இவர்கள் ஏன் திருநங்கைகளாக மாறுகிரார்கள் பென் தன்மை அதிகமாக இருந்தால் அதற்கு வைத்தியம் தேட வேன்டும் அதை விடுத்து திருநங்கையாக ஏன் மாற வேண்டும் பிறகு ஏன் புலம்ப வேன்டும் பாலியல் தொழில் ஏன் செய்ய வேண்டும் வீட்டிலேயே இருந்தால் அம்மா அப்பாவோ அன்னன் தம்பியோ இன்றில்லை நாளை பார்த்துக்கொள்வார்கள் இப்படி வெளியே வந்து ஏன் சின்னப்பட வேண்டும் சிந்தியுங்கள் இந்த சாக்கடையில் யார் உங்களை தள்ளியது என்ன என்ன ஆசை வார்த்தை கூறி இதில் இழுத்து விட்டார்கள் அந்த தருணத்தை நினைத்து பாருங்கள் உன்மை புரியும்,transphobic-derogation,5
74,tam,மனித இனத்துக்கு எதிரானது,homophobic-derogation,1
75,tam,கற்பழிப்பது இதே போல்தான் அல்லவா,homophobic-derogation,1
78,tam,இனி ஆண்கள் பாலியல் பலாத்காரம் மற்றும் வன்கொடுமை நடக்கும்,homophobic-derogation,1
86,tam,ஒரினசேர்க்கை குற்றம் தான்விபசாரம் குற்றமா இல்லையா யாராவது வக்கீல் இந்த கேள்வியை நீதிமன்றத்தில் பொதுநல வழக்காக பதிந்தால் நலம்,homophobic-derogation,1
88,tam,அரவாணிய கொல்லனும் உழைக்காம பிச்ச எடுத்து திங்கிற நாய்ங்க,transphobic-derogation,5
93,tam,Gugan Baalraj  சாமான் சண்ட scientific ஆ வெக்கங்கெட்ட மூதி,homophobic-derogation,1
102,tam,காசை மிரட்டி வாங்கும் கும்பல்தா சாவடிக்கனும் இதுங்கல,transphobic-threatening,6
106,tam,திருநெல்வேலி மாதிரி ஊர்கள்ல கொலை கூட பன்னிருக்கானுக,homophobic-threatening,2
114,tam,உங்களில் உத்தமமானவர்கள் மட்டும் அவர்கள் மிது கல் எறியுங்கள் forthosesocalledcristians,homophobic-threatening,2
116,tam,தமிழர்கள் ஏன்டா இப்படி பயந்து வாழ்கிறீர்கள்  ஒரு ஆம்பளைய  இந்த  9  தேவிடியா தேவிடியா ளுங்க பிரச்சினை செய்கிறார்கள் ஆம்பளைங்க வேடிக்கை பார்க்கிறார்கள் பத்து பேர் சேர்ந்து   அந்த 9 தேவிடியா தேவிடியா ளுங்களை அடித்து விரட்ட வேண்டும் இவர்கள் நாட்டில் அதிக மாகிவிட்டால்  நாடு குட்டி சுவராகிவிடும் இவளுங்களுக்கு  யாரும்  பிச்சை  கொடுக்காதீர்கள் அருவக்கதக்க  காரியம் செய்யும் கைகளால்  நம் தலையில் கை வைப்பது நமக்கு தான் கெடுதல் ஒவ்வொரு வரும் பத்து காசு பிச்சை  போடுகிறார்கள் அதனால் தான் இந்த தேவிடியா தேவிடியா ள்களுக்கு  கொழுப்பான பேச்சுகல்லால் அடித்தே  இவளுங்களை  கொல்ல வேண்டும் பிச்சை போடாதீர்கள்                      ,transphobic-threatening,6
117,tam,ஓரினை சேர்க்கை தனி மனித காமம் வேண்டுமானால் தீரும் அது தலைமுறையை உருவாக்குமா  கேள்வி நீதிபதிக்கு  வெளிநாட்டு மோகத்தின் ஆதிக்கம் கல்வி சுற்றுலா தொழில் நவீனம் விஞ்சானம் என்று நீண்டு போய் இன்று ஒருவனுக்கு ஒருத்தி என்ற கூற்று போய் ஒருவனுக்கு ஒருவன் ஒருத்திக்கு ஒருத்தி என்று ஆகிவிட்டது  ஓரின gay lesbian சேர்க்கையாளர்களுக்கு பாலின உரிமை தரலாம் அது சரி ஆனால் குற்றம் இல்லை என்பது தான் வருத்தம் ஏனெனில் இது நிச்சயமாக ஓரினச்சேர்க்கையாளர்கள் தற்போது திருநங்கை  அதிகரித்தது போல் ஆகிவிடும்                      ,homophobic-derogation,1
128,tam,Yabesh Sandrick  இது ரொம்ப தப்பு தேவன் கொரோனா அனுப்பியும் திருத்தல,homophobic-derogation,1
129,tam,Sumitha Stalinbabu  nee ஆம்பலயா இல்ல பொட்ட யா,transphobic-derogation,5
144,tam,அப்பா அம்மாவோடு கட்டுப்படாமல் வாழ்வது வாழ்க்கை இல்லை அவர்கள் அமைத்து தரும் வாழ்க்கையில் வாழ்வது சிறந்தது நாய் கூடதான் கண்ட கண்ட நாயுடன் சேரும்  அதுபோல தான் வாழ்வேன் கண்டவருடன் தான் வெளியே செல்வேன் நாய்க்கு ஒப்பான செயல் மனிதனுக்கு ஒரு கட்டுப்பாடு உண்டு அதில் வாழ்வது நல்லது,homophobic-derogation,1
146,tam,பிச்சை எடுக்கும் பிச்சைக்கார திருநங்கைகளை ஆதரிப்பவர்கள் இருக்கும்வரை இந்த மாதிரியான அராஜகம் தொடர செய்யும் யாரும் பணம் கொடுத்து இந்த நாய்களை ஊக்குவிகாதீர்கள்,transphobic-derogation,5
150,tam,பண்றது டிச்சிங் டிச்சிங் இதுல நியாய மயிறு வேற போடி ஏலியன் மண்டை,homophobic-derogation,1
151,tam,இத எல்லாம் பேட்டி எடுக்குறீங்க அத நாங்க Comments செய்கிறோம் தூ இப்ப அஇன்னாவா அவளுக்கு,homophobic-derogation,1
160,tam,இது இயற்கைனு சொல்ற அறிவாளிகளேஆணும் பெண்ணும் இணைவதுதான் இயற்கைஓரினச் சேர்க்கை இயற்கைக்கு விரோதம்எதிர்பாலின ஈர்ப்பே தெளிவான மனநிலைஓரினச் சேர்ககையென்பது ஒருவித மனநோய் தான்இதையும் தனிமனித உரிமைனு போர்க்கொடி அரைவேக்காடுகளை என்ன செய்வதென்று தெரியவில்லை                      ,homophobic-derogation,1
165,tam,ஓம் பொண்டாட்டிய எங்க டிடா,homophobic-derogation,1
166,tam,ஆண்கள் நிறைய காமக் கொடூரர்கள் ஆக உள்ளார்கள் பெற்றோர் கவனிப்பு இல்லாத வீட்டில் சிறுவயதில் உள்ள பயன்களையும் பெண்களையும் பாலியல் பண்ணத்தான் செய்கிறார்கள் அதனால் எப்படி பெண்ணோட உடைகளை அணிந்து பெண்ணென்று சொல்வீர்கள் பணம் சம்பாதிக்க மக்களை முட்டாளாக்க இது ஒரு வழி,transphobic-derogation,5
173,tam,இந்த தொவடியா தெல்ல தாங்கல,transphobic-derogation,5
181,tam,இயற்கைக்கு மாறானது அனுக்கு பென் படைத்தான் ஆன்டவன்,homophobic-derogation,1
185,tam,இந்த அம்மா தான் சரியாக சொன்னார் நீதிபதி தன் மகன் இன்னொரு பையனுக்கு திருமணம் செய்து வைப்பாரா இந்த கருத்தை ஆமோதித்த வேறு சிலருக்கும் பாராட்டுகள்,homophobic-derogation,1
186,tam,இந்த மாதிரி நேரங்களில் அனைவரும் ஒன்று சேர்ந்து இந்த அலிகளை உதைக்க வேண்டும்,transphobic-threatening,6
191,tam,பெண்ணே மிருகங்கள் கூட இப்படிச் செய்வதில்லை ஆறறிவுள்ள நீ ஏன் ஆதை ஆதரிக்கிறாய்,homophobic-derogation,1
194,tam,கடைகளில் தரும் பணத்துக்காக வும் பாலியல் தொழிலில் வரும் பணத்துக்காகவும் கல்யாணம் பண்ண ஆண்களையும் படிக்கும் பயன்களையும் அடிமை முறையில் பேன்கள் அடைய அணியா வைத்து திருநங்கையாக மதுறங்க அரசு திருநங்கை பெயர் வைக்குது,transphobic-derogation,5
195,tam,ஓரினச்சேர்க்கை தவறு இல்லைனா அப்பன் மகனோடு உறவு கொள்ளலாமா அண்ணன் தம்பியோடும் தம்பி பெரியப்பனோடும் உறவு கொள்ளலாமா,homophobic-derogation,1
205,tam,ச்சே கன்றாவி ,homophobic-derogation,1
208,tam,ஓரின gay lesbian சேர்க்கை அங்கீகரிக்கப்படுவதும் அதிகமாவதும் இந்த உலகின் முடிவு  நாள் நெருங்கிவிட்டதான் ஒரு அடையாளம் என்பதை முஹம்மது நபி அவர்கள் முன்னறிவிப்பு செய்துள்ளார்கள்  அதை நாங்கள் இன்று காணவேண்டிய நிலைமை அந்த ஏக இறைவன்தான் எல்லோரையும் காப்பாற்றவேண்டும்                      ,homophobic-derogation,1
219,tam,ஓரினச்சேர்க்கை என்பது பாவமா ஆம் பரிசுத்த வேதம் சொல்கிறது ஓரினச்சேர்க்கை என்பது பாவம் ,homophobic-derogation,1
228,tam,தவறுதான் தவறு இல்லையென்று சொல்லும் நீதிமன்றம் மக்களை தவறு செய்ய தூண்டி லாபம் பார்க்க நினைக்கிறது  மனித குலத்துக்கு தோன்றிய ஆபத்து                      ,homophobic-derogation,1
230,tam,இறைவனாகிய கர்த்தருக்கு விரொதமான அருவருப்பான செயல்,homophobic-derogation,1
232,tam,அடதெவ்டியாபையா காசுகொடுக்கலனா அவுங்க பாவாடையா தூக்கி காட்டுவாங்கடா நாயே,transphobic-derogation,5
234,tam,இவங்க இயற்கையை மதிக்காதவங்க,homophobic-derogation,1
240,tam,அசிங்கம்  அசிங்கம்,homophobic-derogation,1
247,tam,கலாச்சார சீர்கேடு ஏற்பட வாய்ப்பு உள்ளது,homophobic-derogation,1
249,tam,ஒரினசேர்க்கை குற்றம் தான்விபசாரம் குற்றமா இல்லையா யாராவது வக்கீல் இந்த கேள்வியை நீதிமன்றத்தில் பொதுநல வழக்காக பதிந்தால் நலம்,homophobic-derogation,1
251,tam,தூக்கி ஜெயில போட்டு அம்மனமா வெலுத்தா சரியா போயிரும்,transphobic-threatening,6
252,tam,அவளிடம் நான் சொன்னதாக சொல்லவும் ஓரின gay lesbian செய்கையாளர்கள் தான் பாலியல் குற்றங்களை அதிகம் செய்கிற்ர்கள் வளிமையானது வாழும் என்ற உயிரியல் அடிப்படையில் ஓரின gay lesbian சேர்க்கையாளர்கள் கொல்லப்படுவர் இது நடக்கும் தனக்கு தேவையில்லாததை  இவ்வுலகம் அழித்துவிடும்                      ,homophobic-threatening,2
263,tam,பண்ணி தன்னோட குணத்தை எப்பவுமே மாற்றாது இது ஒரு ஈனப்பிறவி ஜென்மங்கள்,transphobic-derogation,5
273,tam,ஆட்டுக்கல் உரல் வச்சு தான் ஆட்ட முடியும்  ஆட்டுக்கல் மேல இன்னொரு ஆட்டுக்கல் வைக்க முடியாது அப்படியே வச்சு அரைக்கவே முடியாது அதுபோல தான் போங்கடா மெண்டல்  புண்டைகளா                      ,homophobic-derogation,1
276,tam, இன்னும் உங்கள் இறைவன் உங்களுக்காகப் படைத்துள்ள உங்கள் மனைவிமார்களை விட்டு விடுகிறீர்கள் இல்லை நீங்கள் வரம்பு கடந்த சமூகத்தாராக இருக்கின்றீர்கள் அல்குர்ஆன்  26166                      ,homophobic-derogation,1
279,tam,மிறுகங்கள் கூட ஆணும் ஆணும் பெண்ணும் பெண்ணும்ஊடல் கொள்வதில்லை ஓரிணச்சேர்கையாள் ஒரு குடும்ப பாரம்பரியத்தை உருவாக்க முடியாது                      ,homophobic-derogation,1
281,tam,உடல் இச்சைகளுக்காகவே வாழும் ஈனபிறவியாக மனிதகுலம் மாறி வருகிறது,homophobic-derogation,1
282,tam,மிக மிக மோசமான செயல் இதுஆண் பெண் இருவர் தான் அன்னை தந்தைஇது இறைவன் மனிதன்  தந்தது  இறைவன் ஆதாம் ஏவாள் இவர்கள் வழி தான்  ஓர் பால் சேர்தல் மிக தவறுசமூகம் மற்றும் சமுதாயம் சீர்கெட்டதாகிவிடும்,homophobic-derogation,1
285,tam,Judge அறிஞ்சி புரிஞ்சி judgement சொன்னாரோ இல்லையோ ஒன்னு மட்டும் தெளிவா தெரியுது இந்தியாவில்    ஜனத்தொகை குறையும்                       ,homophobic-derogation,1
292,tam,இதுங்கள அராஜகம் குறையணுமுனா ஓவருவர்தரும் கத்திய வச்சி சொருகினாத்தன் இந்த சனியங்களுக்கு பயம் வரும் பாவம் பாத்து விடுறது தப்பு,transphobic-threatening,6
293,tam,Aravinthakrishnan எதார்த்தமா உண்மை கருத்து தான் இல்லை என்று சொல்ல வில்லை ஆனால் இதன் பெருக்கத்தின் தாக்கத்தை எண்ணினால் தலைமுறை அழியும் வாய்ப்பு உள்ளது   தலைமுறையை உருவாக்குவது கடமை இல்லை தான் என் போன்ற ஆட்களுக்கு இயற்க்கை உணர்வதின் மூலம் மோட்சம் அடைவதை விட தலைமுறை முக்கியம் இல்லை அதேபோல் தலைமுறை அழிவிற்கு காரணம் எது என்று பார்க்கும் போது ஓரினை சேர்க்கை மிகுதியாக இருந்தால் அது வேதனைக்குரியது தான்  இன்று தனிமனித உரிமை மற்றும் பெண்ணியம் போன்ற உரிமை கோருதல் மூலம் ஒரு ஆணோ அல்லது பெண்ணோ ஒருவரை விட தான்தான் உரிமை மிக்கவன் என்று தனக்கு முக்கியத்துவம் தந்ததால் பல பிரச்சைனைகள் உருவாக்கிக்கொண்டுள்ளது இன்று தனி மனித உரிமைக்கு குரல் தரும் பலர் மனிதத்திற்கு முக்கியத்துவம் தந்தாள் ஆணோ பெண்ணோ மிருகமா திருநங்கையோ ஓரினச்சேர்க்கையாளர்களோ சமுதாயத்தில் மதிப்பிழக்க வேண்டிய அவசியம் இருந்திருக்காது                      ,homophobic-derogation,1
298,tam,100 உண்மை மனித ஓரினசேர்க்கை  அரகர்களுக்கு சரியான செருப்படி கொடுத்தீர்கள்இவர்கள் வாழ தகுதியற்றவர்கள்இந்த மானகெட்ட பொழப்புக்கு தூக்கு போட்டு தொங்க வேண்டும்,homophobic-threatening,2
301,tam,விபச்சாரத்தை விட கொடியது ஓரின gay lesbian சேர்க்கை,homophobic-derogation,1
303,tam,மாலினி நீ எத்தனை பேரோட ஓரினச்சேர்க்கை செய்கிறாய்,homophobic-derogation,1
305,tam,ஓ தமிழ் மற்றும் அனைத்து மனித காஃபிர்கள் மக்கள் நரகத்திற்குத் தயாராக இருங்கள்  யார் மற்றும் அனைவரும் விசுவாசமற்ற மற்றும் சட்டங்களைச் செய்கிறார்கள் அந்த மனிதர்கள் என்றென்றும் நரகத்திற்கு எரிபொருள்  அல்லாஹ் இந்த வகையான பழக்கங்களை நரகத்திலிருந்து காப்பாற்றுவான்,homophobic-derogation,1
307,tam,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி முடிவு  வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,homophobic-derogation,1
314,tam,கொப்பனும்ஆத்தாலும் சேராம போனா நீயும்தான் போறக்க முடியுமாஇல்ல இப்டி வந்து நக்கீரன்ல பேட்டிதான் கொடுக்க முடியுமா,homophobic-derogation,1
319,tam,இந்த தேவுடியா பசங்கள மொத்தமா தெருநாய் மாதிரி சுட்டு தள்ளனும்,transphobic-threatening,6
323,tam,பாலியல் என்றால்  இனைப் பெருக்கம்,homophobic-derogation,1
324,tam,மனிதர்களில் ஆண் பெண் என்று இரண்டு வர்க்கங்களே தவிர திருநங்கை என்று ஒரு வர்க்கம் இல்லை பிறப்பின்போது சில குழந்தைகளை ஆணா இல்லைது பெண்ணா என்று தீர்மானிப்பது கஷ்டமாக இருக்கும் இந்தக் குழந்தைகளை Karyotype  DNA சோதனை மூலம் குழந்தை ஆணா இல்லைது பெண்ணா என்று தீர்மானிக்க முடியும் இதை விட்டு விட்டு இவர்களைப் பெண் குழந்தைகளாக வளர்க்கின்றார்கள் பருவ வயது வந்ததும் ஆண்களுக்கான ஓமோன்கள் சுரக்கப்ப்படும்போது ஆண் உறுப்புக்கள் வளர்ந்து ஆணாக மாறுவதால்தான் திருநங்கை  உருவாகின்றனர்இவர்களின் நிலை மிகவும் பரிதாபமானது பெண்ணாக வளர்க்கப்பட்டவர்கள் ஆனால் உறுப்பும் குரலும் ஆண் போன்றவை நம்முடைய பிழையால் அவர்கள் பாதிக்கப்படுகின்றார்கள் அவர்களுக்குத் தொழில் வாய்ப்பு இல்லை சமுதாயத்தில் உரிய இடம் இல்லை இனிமேலாவது திருநங்கை  உண்டாகாமல் தடுக்க வேண்டும் By DrMohamed Najimudeen,transphobic-derogation,5
325,tam,Vijay Kumar   அரவாணிய பத்தி நான் ஏன்டாநினனக்கப் போறேன் நான் ஆம்பள பொம்பல பின்னாடி போவேன்,transphobic-derogation,5
331,tam,கோவையில் திருநங்கைளே அதிகம் அதில் திருநங்கை வேடமிட்டு மிரட்டி பிச்சை எடுப்பவர்கள் அதிகம்,transphobic-derogation,5
342,tam,koushik raja  ஓரினச்சேர்க்கை யூத கைக்கூலிகளின் சதி இயற்கையில் அது உண்டு தான் அப்படிப்பார்த்தால் கொலை உணர்ச்சி கற்பழிப்பு உணர்ச்சி கூட இயற்கையில் உண்டு அதையெல்லாம் இயற்கையின் அங்கம் என்று சொல்லிக்கொண்டு நடமுறைப்படுத்தினால் அழிவில் தான் முடியும் அதனால் தான் ஓரினச்சேர்க்கையை தவிர்க்வேண்டும் ஏன் காதலை கூட தவிர்க்க வேண்டிய நிலைக்கு தற்கால மனித சமுதாயம் தள்ளப்பட்டுள்ளது                      ,homophobic-derogation,1
350,tam,இந்தஅசிங்கமான பிரச்சணைய ஏன் வெளியில பேசிரீங்ககேவலமாக இருக்கு,homophobic-derogation,1
351,tam,இந்த கேவலத்தை பேட்டி எடுக்குற கருமம்டா இந்த அசிங்கத்தை இங்கிலிஸ்ல வேர பேசுனா மேதாவின்னு நெனப்புசீக்கிரம் நீங்களாவே சேர்ந்து அழிஞ்சு போங்க,homophobic-derogation,1
358,tam,இந்த மாதிரி நாய்களை சுட்டு கொள்ளவேண்டும்,homophobic-threatening,2
359,tam,இயற்கைக்கு எதிராக எது செய்தாலும் விளைவு கடுமையாக இருக்கும்,homophobic-derogation,1
364,tam,எல்லா ரயிலிலும் இந்த உதவாக்கரைகளின் அட்டகாசம் தாங்கமுடியலரயில்வே காவல் துறை நினைத்தால் ஒழித்துவிட முடியாதா,transphobic-threatening,6
375,tam,இனி அடுத்தது அனிமெல் செக்ஸ்க்கு  அனுமதி கிடைக்கும்டா ஆம்பளைய சுவைத்து போரடித்தால் நாய் மாடு என பல ஐட்டங்கள் இருக்குது என்சாய் பன்னுங்கடாடி,homophobic-derogation,1
379,tam,உன் உரிமையில் யாரும் தலையிடவில்லைகட்டுப்பாடு வேண்டுமென்கிறது இனம் மற்றும் நாட்டுக்கலாச்சாரம் பாலியல் வேண்டுமென்று தாய்யுடன் மகனும் மகளுடன் தகப்பனும் உறவுவைத்துக்கொள்ள முடியுமாஇயற்க்கை உன் இச்சைக்கு துணை ஒன்றை கொடுத்துள்ளது அதை கடைப்பிடித்து வாழ்வது சுய சிந்தனை உள்ளவனின் வாழ்வுஉன் சிந்தனை பிரேக்யில்லா வாகணம் மாதிரி பிரேக் என்பது தான் கட்டுப்பாடு,homophobic-derogation,1
381,tam,ஒனுக்கூ எல்லாமே தெரியுமோ தெரிந்தால் இப்படி பேச மட்டா,homophobic-derogation,1
389,tam,Arathi KC  நீங்க என்ன லூசா இல்லை மெண்டல்  மாதிரி நடிக்கிறீங்களாஇறைவன் இந்த உலகத்தில் sex என்பதை கொண்டு வந்தது இனப்பெருக்கதிற்காக மட்டும் தான் கணவனும் மனைவியுமாக சேர்ந்து சந்ததியோடு ஒரு தலைமுறையை உருவாக்க தான்இப்படி ஆணும் ஆணும் பெண்ணும் பெண்ணும் sex வைத்து கொள்வார்கள் என்றால் நீங்க எப்படி இந்த உலகத்திற்கு வந்திருபீங்கஇயற்கைகு மாறாக நடக்குற அறுவறுப்புத் தக்க ஒரு விஷயம்மிருகங்கள் கூட இதை செய்யாதுமிருகங்கள் 5அறிவு ஜீவன் அது இருக்குற புத்திகூட இந்த மனித ஜென்மதிற்கு இல்லை நினைக்கும் போது தான் வருத்தமாக இருக்குஹோமோ sex என்பது உலக அழிவிற்கு வழி வகுக்கும்தாம்பர்தியம் எப்படி இருக்க வேண்டும் தெரியுமாகணவனுக்கும் மனைவிக்கும் நாளு சுவர்ரிற்கு நடுவில் நிகழ வேண்டும்அந்த அளவுக்கு மறைவானதுஇந்த முறை ஹலால்திருமணம் என்பது ஒரு குறிபிட்ட வயதில் நடைபெற வேண்டும்அப்போது தான் ஒரு மனிதனின் உடல் தேவைகாக ஹராமான செயல்களை செய்ய மாட்டார்கள்மன்னிகவும்சுய இன்பம்போன்ற ஹராம்மான செயல்களை செய்ய மாட்டார்கள்இதை தான் இறைவன் விதித்து இருக்கிறான்இயற்கைகு மாறாக எதை நாங்கள் செய்தாலும்அது மனித அழிவிற்கு காரணம் ஆகிவிடும்என்னுடைய சந்ததிக்கு இப்படி நடக்கும் என்று நீங்க சொல்லாதீங்கஅதில் இருந்து முதலில் நீங்க வெளிய வாங்கஅது ஒரு hormone changes அதுக்கு hospital treatment எடுக்கலாம்இறைவன் எல்லோருக்கும் ஒரே மாதிரி தான் குழந்தை கொடுப்பான்கைகால்மூக்கு என்று ஒரே மாதிரி தான் படைப்பான்ஆனால் இப்படி குறை இருந்தால் அவர்கள் முன்னோர்கள் செய்த பாவமாக கூட இருக்கலாம்சரி அதை வடுவோம்ஏன் homeo sex உள்ளவர்கள் கடைசி வரையும் sex இல்லாம வாழ முடியாதஒரு பெண் மீது ஈர்ப்பு இல்லை என்றால் மன இச்சைக்கு அடிமையாகாமல் கட்டுபாடோடு வாழ முடியாதாஇறை அச்சம் உள்வருக்கு கண்டிப்பாக வாழ முடியும்முயற்ச்சி எடுங்கள் இறைவன் துணை இருப்பான்அடுத்த நொடி நிரந்தரம் இல்லா இவ்வுலகம் பாவங்களிருந்து விழகி இருப்போம்இன்ஷா அல்லாஹ்                      ,homophobic-derogation,1
390,tam,Aranganathan Ak இதில் கடவுள் தப்பு இல்லை அவர் அவர் மனக் கோளாறுகள் மற்றும் சமுதாயம் தான் காறணம்,homophobic-derogation,1
400,tam,ஆணிற்கு விதைப்பையும் பெண்ணிற்கு கருப்பையும் இருக்க காரணம் என்ன  தோழி அனைவரும் ஓர் பால் புணர்ச்சியில் ஈடுபட்டால் முடிவில் என்ன நிகழும்  தோழி,homophobic-derogation,1
401,tam,chandra lekha  ஒரு ஒம்போது 9 க்காக இன்னோரு ஒம்போது 9  இவ்வளோ கஷ்ட்டபடுது,transphobic-derogation,5
405,tam,உன் தாயும் தகப்பனும் beyond boundaries relationship ல வாழ்ந்து இருந்தா இன்னைக்கு நீ பொறந்து இருக்க மாட்ட இந்த மாதிரி ஆளுக எல்லாம் ஆசனவாய் வழியா சாப்பாடு சாப்பிற கூட்டம்  த்தூ அருவருப்பா இருக்கு,homophobic-threatening,2
410,tam,ஒரினசேர்க்கையை ஆதரித்த நாடுகள் தற்போது மக்கள் தொகை வெகுவாக குறைந்தது,homophobic-derogation,1
